constructorResultsId,raceId,constructorId,points,status
consResID1397,raceID151,consID21,0,NULL
consResID1398,raceID151,consID20,0,NULL
consResID1399,raceID151,consID22,0,NULL
consResID1400,raceID151,consID18,0,NULL
consResID1401,raceID152,consID3,10,NULL
consResID1402,raceID152,consID6,6,NULL
consResID1403,raceID152,consID16,4,NULL
consResID1404,raceID152,consID22,5,NULL
consResID1405,raceID152,consID20,1,NULL
consResID1406,raceID152,consID21,0,NULL
consResID1407,raceID152,consID18,0,NULL
consResID1408,raceID152,consID17,0,NULL
consResID1409,raceID152,consID1,0,NULL
consResID1410,raceID152,consID15,0,NULL
consResID1411,raceID152,consID19,0,NULL
consResID1412,raceID153,consID6,16,NULL
consResID1413,raceID153,consID1,6,NULL
consResID1414,raceID153,consID3,3,NULL
consResID1415,raceID153,consID15,1,NULL
consResID1416,raceID153,consID16,0,NULL
consResID1417,raceID153,consID17,0,NULL
consResID1418,raceID153,consID19,0,NULL
consResID1419,raceID153,consID21,0,NULL
consResID1420,raceID153,consID22,0,NULL
consResID1421,raceID153,consID20,0,NULL
consResID1422,raceID153,consID18,0,NULL
consResID1423,raceID154,consID6,12,NULL
consResID1424,raceID154,consID1,9,NULL
consResID1425,raceID154,consID22,4,NULL
consResID1426,raceID154,consID17,1,NULL
consResID1427,raceID154,consID3,0,NULL
consResID1428,raceID154,consID16,0,NULL
consResID1429,raceID154,consID20,0,NULL
consResID1430,raceID154,consID21,0,NULL
consResID1431,raceID154,consID18,0,NULL
consResID1432,raceID154,consID19,0,NULL
consResID1433,raceID154,consID15,0,NULL
consResID1434,raceID155,consID3,14,NULL
consResID1435,raceID155,consID6,9,NULL
consResID1436,raceID155,consID19,2,NULL
consResID1437,raceID155,consID16,1,NULL
consResID1438,raceID155,consID15,0,NULL
consResID1439,raceID155,consID17,0,NULL
consResID1440,raceID155,consID22,0,NULL
consResID1441,raceID155,consID20,0,NULL
consResID1442,raceID155,consID18,0,NULL
consResID1443,raceID155,consID21,0,NULL
consResID1444,raceID155,consID1,0,NULL
consResID1445,raceID156,consID1,14,NULL
consResID1446,raceID156,consID6,6,NULL
consResID1447,raceID156,consID17,3,NULL
consResID1448,raceID156,consID19,2,NULL
consResID1449,raceID156,consID15,1,NULL
consResID1450,raceID156,consID22,0,NULL
consResID1451,raceID156,consID20,0,NULL
consResID1452,raceID156,consID16,0,NULL
consResID1453,raceID156,consID21,0,NULL
consResID1454,raceID156,consID3,0,NULL
consResID1455,raceID156,consID18,0,NULL
consResID1456,raceID157,consID6,12,NULL
consResID1457,raceID157,consID3,7,NULL
consResID1458,raceID157,consID1,7,NULL
consResID1459,raceID157,consID22,0,NULL
consResID1460,raceID157,consID17,0,NULL
consResID1461,raceID157,consID15,0,NULL
consResID1462,raceID157,consID16,0,NULL
consResID1463,raceID157,consID18,0,NULL
consResID1464,raceID157,consID20,0,NULL
consResID1465,raceID157,consID21,0,NULL
consResID1466,raceID157,consID19,0,NULL
consResID1467,raceID158,consID6,16,NULL
consResID1468,raceID158,consID3,4,NULL
consResID1469,raceID158,consID16,4,NULL
consResID1470,raceID158,consID22,2,NULL
consResID1471,raceID158,consID18,0,NULL
consResID1472,raceID158,consID20,0,NULL
consResID1473,raceID158,consID15,0,NULL
consResID1474,raceID158,consID17,0,NULL
consResID1475,raceID158,consID1,0,NULL
consResID1476,raceID158,consID21,0,NULL
consResID1477,raceID158,consID19,0,NULL
consResID1478,raceID159,consID6,10,NULL
consResID1479,raceID159,consID22,6,NULL
consResID1480,raceID159,consID17,7,NULL
consResID1481,raceID159,consID3,3,NULL
consResID1482,raceID159,consID21,0,NULL
consResID1483,raceID159,consID16,0,NULL
consResID1484,raceID159,consID18,0,NULL
consResID1485,raceID159,consID1,0,NULL
consResID1486,raceID159,consID19,0,NULL
consResID1487,raceID159,consID20,0,NULL
consResID1488,raceID159,consID15,0,NULL
consResID1489,raceID160,consID6,13,NULL
consResID1490,raceID160,consID1,10,NULL
consResID1491,raceID160,consID16,2,NULL
consResID1492,raceID160,consID15,1,NULL
consResID1493,raceID160,consID19,0,NULL
consResID1494,raceID160,consID22,0,NULL
consResID1495,raceID160,consID18,0,NULL
consResID1496,raceID160,consID21,0,NULL
consResID1497,raceID160,consID17,0,NULL
consResID1498,raceID160,consID3,0,NULL
consResID1499,raceID160,consID20,0,NULL
consResID1500,raceID161,consID1,16,NULL
consResID1501,raceID161,consID6,4,NULL
consResID1502,raceID161,consID3,5,NULL
consResID1503,raceID161,consID17,1,NULL
consResID1504,raceID161,consID22,0,NULL
consResID1505,raceID161,consID15,0,NULL
consResID1506,raceID161,consID20,0,NULL
consResID1507,raceID161,consID19,0,NULL
consResID1508,raceID161,consID18,0,NULL
consResID1509,raceID161,consID16,0,NULL
consResID1510,raceID161,consID21,0,NULL
consResID1511,raceID162,consID1,16,NULL
consResID1512,raceID162,consID6,6,NULL
consResID1513,raceID162,consID3,3,NULL
consResID1514,raceID162,consID17,1,NULL
consResID1515,raceID162,consID15,0,NULL
consResID1516,raceID162,consID16,0,NULL
consResID1517,raceID162,consID22,0,NULL
consResID1518,raceID162,consID19,0,NULL
consResID1519,raceID162,consID18,0,NULL
consResID1520,raceID162,consID20,0,NULL
consResID1521,raceID162,consID21,0,NULL
consResID1522,raceID163,consID6,13,NULL
consResID1523,raceID163,consID1,10,NULL
consResID1524,raceID163,consID22,2,NULL
consResID1525,raceID163,consID21,1,NULL
consResID1526,raceID163,consID15,0,NULL
consResID1527,raceID163,consID18,0,NULL
consResID1528,raceID163,consID20,0,NULL
consResID1529,raceID163,consID3,0,NULL
consResID1530,raceID163,consID19,0,NULL
consResID1531,raceID163,consID16,0,NULL
consResID1532,raceID163,consID17,0,NULL
consResID1533,raceID164,consID1,11,NULL
consResID1534,raceID164,consID6,6,NULL
consResID1535,raceID164,consID22,4,NULL
consResID1536,raceID164,consID19,3,NULL
consResID1537,raceID164,consID15,2,NULL
consResID1538,raceID164,consID16,0,NULL
consResID1539,raceID164,consID20,0,NULL
consResID1540,raceID164,consID17,0,NULL
consResID1541,raceID164,consID21,0,NULL
consResID1542,raceID164,consID3,0,NULL
consResID1543,raceID164,consID18,0,NULL
consResID1544,raceID165,consID6,16,NULL
consResID1545,raceID165,consID22,4,NULL
consResID1546,raceID165,consID1,3,NULL
consResID1547,raceID165,consID21,2,NULL
consResID1548,raceID165,consID17,1,NULL
consResID1549,raceID165,consID16,0,NULL
consResID1550,raceID165,consID15,0,NULL
consResID1551,raceID165,consID3,0,NULL
consResID1552,raceID165,consID18,0,NULL
consResID1553,raceID165,consID19,0,NULL
consResID1554,raceID165,consID20,0,NULL
consResID1555,raceID166,consID1,16,NULL
consResID1556,raceID166,consID6,4,NULL
consResID1557,raceID166,consID16,3,NULL
consResID1558,raceID166,consID3,2,NULL
consResID1559,raceID166,consID17,1,NULL
consResID1560,raceID166,consID22,0,NULL
consResID1561,raceID166,consID15,0,NULL
consResID1562,raceID166,consID20,0,NULL
consResID1563,raceID166,consID19,0,NULL
consResID1564,raceID166,consID18,0,NULL
consResID1565,raceID166,consID21,0,NULL
consResID1566,raceID167,consID1,16,NULL
consResID1567,raceID167,consID6,4,NULL
consResID1568,raceID167,consID16,3,NULL
consResID1569,raceID167,consID3,2,NULL
consResID1570,raceID167,consID15,1,NULL
consResID1571,raceID167,consID19,0,NULL
consResID1572,raceID167,consID18,0,NULL
consResID1573,raceID167,consID22,0,NULL
consResID1574,raceID167,consID20,0,NULL
consResID1575,raceID167,consID21,0,NULL
consResID1576,raceID167,consID17,0,NULL
consResID1577,raceID168,consID6,10,NULL
consResID1578,raceID168,consID1,10,NULL
consResID1579,raceID168,consID3,3,NULL
consResID1580,raceID168,consID15,2,NULL
consResID1581,raceID168,consID21,1,NULL
consResID1582,raceID168,consID16,0,NULL
consResID1583,raceID168,consID17,0,NULL
consResID1584,raceID168,consID19,0,NULL
consResID1585,raceID168,consID18,0,NULL
consResID1586,raceID168,consID20,0,NULL
consResID1587,raceID168,consID22,0,NULL
consResID1588,raceID169,consID1,14,NULL
consResID1589,raceID169,consID6,9,NULL
consResID1590,raceID169,consID3,2,NULL
consResID1591,raceID169,consID17,1,NULL
consResID1592,raceID169,consID19,0,NULL
consResID1593,raceID169,consID15,0,NULL
consResID1594,raceID169,consID22,0,NULL
consResID1595,raceID169,consID16,0,NULL
consResID1596,raceID169,consID21,0,NULL
consResID1597,raceID169,consID18,0,NULL
consResID1598,raceID169,consID20,0,NULL
consResID1599,raceID170,consID1,13,NULL
consResID1600,raceID170,consID6,6,NULL
consResID1601,raceID170,consID3,6,NULL
consResID1602,raceID170,consID17,1,NULL
consResID1603,raceID170,consID16,0,NULL
consResID1604,raceID170,consID19,0,NULL
consResID1605,raceID170,consID15,0,NULL
consResID1606,raceID170,consID22,0,NULL
consResID1607,raceID170,consID18,0,NULL
consResID1608,raceID170,consID21,0,NULL
consResID1609,raceID170,consID20,0,NULL
consResID1610,raceID171,consID6,10,NULL
consResID1611,raceID171,consID1,6,NULL
consResID1612,raceID171,consID3,4,NULL
consResID1613,raceID171,consID21,3,NULL
consResID1614,raceID171,consID22,2,NULL
consResID1615,raceID171,consID16,1,NULL
consResID1616,raceID171,consID15,0,NULL
consResID1617,raceID171,consID18,0,NULL
consResID1618,raceID171,consID20,0,NULL
consResID1619,raceID171,consID19,0,NULL
consResID1620,raceID171,consID17,0,NULL
consResID1621,raceID172,consID6,16,NULL
consResID1622,raceID172,consID17,4,NULL
consResID1623,raceID172,consID16,4,NULL
consResID1624,raceID172,consID1,2,NULL
consResID1625,raceID172,consID19,0,NULL
consResID1626,raceID172,consID15,0,NULL
consResID1627,raceID172,consID20,0,NULL
consResID1628,raceID172,consID22,0,NULL
consResID1629,raceID172,consID18,0,NULL
consResID1630,raceID172,consID3,0,NULL
consResID1631,raceID172,consID21,0,NULL
consResID1632,raceID173,consID6,13,NULL
consResID1633,raceID173,consID1,10,NULL
consResID1634,raceID173,consID3,2,NULL
consResID1635,raceID173,consID16,1,NULL
consResID1636,raceID173,consID19,0,NULL
consResID1637,raceID173,consID15,0,NULL
consResID1638,raceID173,consID21,0,NULL
consResID1639,raceID173,consID17,0,NULL
consResID1640,raceID173,consID22,0,NULL
consResID1641,raceID173,consID18,0,NULL
consResID1642,raceID173,consID20,0,NULL
consResID1643,raceID174,consID6,14,NULL
consResID1644,raceID174,consID1,9,NULL
consResID1645,raceID174,consID16,2,NULL
consResID1646,raceID174,consID19,1,NULL
consResID1647,raceID174,consID22,0,NULL
consResID1648,raceID174,consID15,0,NULL
consResID1649,raceID174,consID21,0,NULL
consResID1650,raceID174,consID20,0,NULL
consResID1651,raceID174,consID17,0,NULL
consResID1652,raceID174,consID18,0,NULL
consResID1653,raceID174,consID3,0,NULL
consResID1654,raceID175,consID6,10,NULL
consResID1655,raceID175,consID17,6,NULL
consResID1656,raceID175,consID3,4,NULL
consResID1657,raceID175,consID22,3,NULL
consResID1658,raceID175,consID24,2,NULL
consResID1659,raceID175,consID21,1,NULL
consResID1660,raceID175,consID16,0,NULL
consResID1661,raceID175,consID18,0,NULL
consResID1662,raceID175,consID15,0,NULL
consResID1663,raceID175,consID20,0,NULL
consResID1664,raceID175,consID1,0,NULL
consResID1665,raceID176,consID1,10,NULL
consResID1666,raceID176,consID6,8,NULL
consResID1667,raceID176,consID17,4,NULL
consResID1668,raceID176,consID3,3,NULL
consResID1669,raceID176,consID20,1,NULL
consResID1670,raceID176,consID22,0,NULL
consResID1671,raceID176,consID21,0,NULL
consResID1672,raceID176,consID18,0,NULL
consResID1673,raceID176,consID16,0,NULL
consResID1674,raceID176,consID24,0,NULL
consResID1675,raceID176,consID15,0,NULL
consResID1676,raceID177,consID6,10,NULL
consResID1677,raceID177,consID1,6,NULL
consResID1678,raceID177,consID24,4,NULL
consResID1679,raceID177,consID17,3,NULL
consResID1680,raceID177,consID22,2,NULL
consResID1681,raceID177,consID15,1,NULL
consResID1682,raceID177,consID16,0,NULL
consResID1683,raceID177,consID18,0,NULL
consResID1684,raceID177,consID3,0,NULL
consResID1685,raceID177,consID20,0,NULL
consResID1686,raceID177,consID21,0,NULL
consResID1687,raceID178,consID6,16,NULL
consResID1688,raceID178,consID1,4,NULL
consResID1689,raceID178,consID17,3,NULL
consResID1690,raceID178,consID22,3,NULL
consResID1691,raceID178,consID20,0,NULL
consResID1692,raceID178,consID3,0,NULL
consResID1693,raceID178,consID24,0,NULL
consResID1694,raceID178,consID15,0,NULL
consResID1695,raceID178,consID16,0,NULL
consResID1696,raceID178,consID21,0,NULL
consResID1697,raceID178,consID18,0,NULL
consResID1698,raceID179,consID1,16,NULL
consResID1699,raceID179,consID6,7,NULL
consResID1700,raceID179,consID3,2,NULL
consResID1701,raceID179,consID20,1,NULL
consResID1702,raceID179,consID17,0,NULL
consResID1703,raceID179,consID16,0,NULL
consResID1704,raceID179,consID22,0,NULL
consResID1705,raceID179,consID21,0,NULL
consResID1706,raceID179,consID18,0,NULL
consResID1707,raceID179,consID15,0,NULL
consResID1708,raceID179,consID24,0,NULL
consResID1709,raceID180,consID1,10,NULL
consResID1710,raceID180,consID22,6,NULL
consResID1711,raceID180,consID6,4,NULL
consResID1712,raceID180,consID3,3,NULL
consResID1713,raceID180,consID24,2,NULL
consResID1714,raceID180,consID15,1,NULL
consResID1715,raceID180,consID18,0,NULL
consResID1716,raceID180,consID20,0,NULL
consResID1717,raceID180,consID17,0,NULL
consResID1718,raceID180,consID21,0,NULL
consResID1719,raceID180,consID16,0,NULL
consResID1720,raceID181,consID17,10,NULL
consResID1721,raceID181,consID1,6,NULL
consResID1722,raceID181,consID24,4,NULL
consResID1723,raceID181,consID3,3,NULL
consResID1724,raceID181,consID6,3,NULL
consResID1725,raceID181,consID20,0,NULL
consResID1726,raceID181,consID16,0,NULL
consResID1727,raceID181,consID18,0,NULL
consResID1728,raceID181,consID21,0,NULL
consResID1729,raceID181,consID22,0,NULL
consResID1730,raceID181,consID15,0,NULL
consResID1731,raceID182,consID1,10,NULL
consResID1732,raceID182,consID6,6,NULL
consResID1733,raceID182,consID3,4,NULL
consResID1734,raceID182,consID17,5,NULL
consResID1735,raceID182,consID15,1,NULL
consResID1736,raceID182,consID22,0,NULL
consResID1737,raceID182,consID24,0,NULL
consResID1738,raceID182,consID20,0,NULL
consResID1739,raceID182,consID18,0,NULL
consResID1740,raceID182,consID21,0,NULL
consResID1741,raceID182,consID16,0,NULL
consResID1742,raceID183,consID6,10,NULL
consResID1743,raceID183,consID1,10,NULL
consResID1744,raceID183,consID17,3,NULL
consResID1745,raceID183,consID22,2,NULL
consResID1746,raceID183,consID15,1,NULL
consResID1747,raceID183,consID20,0,NULL
consResID1748,raceID183,consID18,0,NULL
consResID1749,raceID183,consID24,0,NULL
consResID1750,raceID183,consID16,0,NULL
consResID1751,raceID183,consID21,0,NULL
consResID1752,raceID183,consID3,0,NULL
consResID1753,raceID184,consID6,16,NULL
consResID1754,raceID184,consID17,4,NULL
consResID1755,raceID184,consID3,3,NULL
consResID1756,raceID184,consID1,2,NULL
consResID1757,raceID184,consID20,1,NULL
consResID1758,raceID184,consID22,0,NULL
consResID1759,raceID184,consID15,0,NULL
consResID1760,raceID184,consID18,0,NULL
consResID1761,raceID184,consID24,0,NULL
consResID1762,raceID184,consID21,0,NULL
consResID1763,raceID184,consID16,0,NULL
consResID1764,raceID185,consID1,16,NULL
consResID1765,raceID185,consID6,4,NULL
consResID1766,raceID185,consID17,4,NULL
consResID1767,raceID185,consID24,2,NULL
consResID1768,raceID185,consID22,0,NULL
consResID1769,raceID185,consID20,0,NULL
consResID1770,raceID185,consID3,0,NULL
consResID1771,raceID185,consID16,0,NULL
consResID1772,raceID185,consID18,0,NULL
consResID1773,raceID185,consID21,0,NULL
consResID1774,raceID185,consID15,0,NULL
consResID1775,raceID186,consID1,16,NULL
consResID1776,raceID186,consID17,5,NULL
consResID1777,raceID186,consID6,3,NULL
consResID1778,raceID186,consID3,2,NULL
consResID1779,raceID186,consID15,0,NULL
consResID1780,raceID186,consID24,0,NULL
consResID1781,raceID186,consID22,0,NULL
consResID1782,raceID186,consID20,0,NULL
consResID1783,raceID186,consID16,0,NULL
consResID1784,raceID186,consID18,0,NULL
consResID1785,raceID186,consID21,0,NULL
consResID1786,raceID187,consID17,10,NULL
consResID1787,raceID187,consID3,6,NULL
consResID1788,raceID187,consID6,5,NULL
consResID1789,raceID187,consID24,3,NULL
consResID1790,raceID187,consID1,2,NULL
consResID1791,raceID187,consID16,0,NULL
consResID1792,raceID187,consID15,0,NULL
consResID1793,raceID187,consID20,0,NULL
consResID1794,raceID187,consID21,0,NULL
consResID1795,raceID187,consID18,0,NULL
consResID1796,raceID187,consID22,0,NULL
consResID1797,raceID188,consID24,14,NULL
consResID1798,raceID188,consID20,6,NULL
consResID1799,raceID188,consID3,3,NULL
consResID1800,raceID188,consID1,2,NULL
consResID1801,raceID188,consID18,1,NULL
consResID1802,raceID188,consID6,0,NULL
consResID1803,raceID188,consID16,0,NULL
consResID1804,raceID188,consID21,0,NULL
consResID1805,raceID188,consID22,0,NULL
consResID1806,raceID188,consID15,0,NULL
consResID1807,raceID188,consID17,0,NULL
consResID1808,raceID189,consID6,16,NULL
consResID1809,raceID189,consID1,4,NULL
consResID1810,raceID189,consID24,5,NULL
consResID1811,raceID189,consID17,1,NULL
consResID1812,raceID189,consID15,0,NULL
consResID1813,raceID189,consID22,0,NULL
consResID1814,raceID189,consID18,0,NULL
consResID1815,raceID189,consID3,0,NULL
consResID1816,raceID189,consID16,0,NULL
consResID1817,raceID189,consID21,0,NULL
consResID1818,raceID189,consID20,0,NULL
consResID1819,raceID190,consID1,10,NULL
consResID1820,raceID190,consID6,10,NULL
consResID1821,raceID190,consID17,3,NULL
consResID1822,raceID190,consID3,2,NULL
consResID1823,raceID190,consID15,1,NULL
consResID1824,raceID190,consID24,0,NULL
consResID1825,raceID190,consID16,0,NULL
consResID1826,raceID190,consID22,0,NULL
consResID1827,raceID190,consID21,0,NULL
consResID1828,raceID190,consID18,0,NULL
consResID1829,raceID190,consID20,0,NULL
consResID1830,raceID191,consID1,16,NULL
consResID1831,raceID191,consID3,6,NULL
consResID1832,raceID191,consID6,3,NULL
consResID1833,raceID191,consID15,1,NULL
consResID1834,raceID191,consID22,0,NULL
consResID1835,raceID191,consID17,0,NULL
consResID1836,raceID191,consID20,0,NULL
consResID1837,raceID191,consID25,0,NULL
consResID1838,raceID191,consID21,0,NULL
consResID1839,raceID191,consID18,0,NULL
consResID1840,raceID191,consID24,0,NULL
consResID1841,raceID192,consID1,16,NULL
consResID1842,raceID192,consID6,4,NULL
consResID1843,raceID192,consID22,4,NULL
consResID1844,raceID192,consID3,2,NULL
consResID1845,raceID192,consID15,0,NULL
consResID1846,raceID192,consID24,0,NULL
consResID1847,raceID192,consID17,0,NULL
consResID1848,raceID192,consID20,0,NULL
consResID1849,raceID192,consID25,0,NULL
consResID1850,raceID192,consID18,0,NULL
consResID1851,raceID192,consID21,0,NULL
consResID1852,raceID193,consID6,14,NULL
consResID1853,raceID193,consID1,7,NULL
consResID1854,raceID193,consID22,3,NULL
consResID1855,raceID193,consID15,2,NULL
consResID1856,raceID193,consID17,0,NULL
consResID1857,raceID193,consID3,0,NULL
consResID1858,raceID193,consID24,0,NULL
consResID1859,raceID193,consID20,0,NULL
consResID1860,raceID193,consID25,0,NULL
consResID1861,raceID193,consID18,0,NULL
consResID1862,raceID193,consID21,0,NULL
consResID1863,raceID194,consID1,10,NULL
consResID1864,raceID194,consID6,10,NULL
consResID1865,raceID194,consID3,5,NULL
consResID1866,raceID194,consID15,1,NULL
consResID1867,raceID194,consID17,0,NULL
consResID1868,raceID194,consID18,0,NULL
consResID1869,raceID194,consID21,0,NULL
consResID1870,raceID194,consID20,0,NULL
consResID1871,raceID194,consID25,0,NULL
consResID1872,raceID194,consID22,0,NULL
consResID1873,raceID194,consID24,0,NULL
consResID1874,raceID195,consID1,16,NULL
consResID1875,raceID195,consID6,4,NULL
consResID1876,raceID195,consID22,3,NULL
consResID1877,raceID195,consID24,2,NULL
consResID1878,raceID195,consID3,1,NULL
consResID1879,raceID195,consID15,0,NULL
consResID1880,raceID195,consID20,0,NULL
consResID1881,raceID195,consID17,0,NULL
consResID1882,raceID195,consID25,0,NULL
consResID1883,raceID195,consID18,0,NULL
consResID1884,raceID195,consID21,0,NULL
consResID1885,raceID196,consID1,10,NULL
consResID1886,raceID196,consID22,6,NULL
consResID1887,raceID196,consID6,4,NULL
consResID1888,raceID196,consID21,4,NULL
consResID1889,raceID196,consID3,2,NULL
consResID1890,raceID196,consID15,0,NULL
consResID1891,raceID196,consID17,0,NULL
consResID1892,raceID196,consID18,0,NULL
consResID1893,raceID196,consID25,0,NULL
consResID1894,raceID196,consID20,0,NULL
consResID1895,raceID196,consID24,0,NULL
consResID1896,raceID197,consID6,14,NULL
consResID1897,raceID197,consID22,9,NULL
consResID1898,raceID197,consID24,3,NULL
consResID1899,raceID197,consID18,0,NULL
consResID1900,raceID197,consID25,0,NULL
consResID1901,raceID197,consID21,0,NULL
consResID1902,raceID197,consID3,0,NULL
consResID1903,raceID197,consID17,0,NULL
consResID1904,raceID197,consID20,0,NULL
consResID1905,raceID197,consID1,0,NULL
consResID1906,raceID197,consID15,0,NULL
consResID1907,raceID198,consID6,16,NULL
consResID1908,raceID198,consID1,5,NULL
consResID1909,raceID198,consID3,3,NULL
consResID1910,raceID198,consID22,2,NULL
consResID1911,raceID198,consID15,0,NULL
consResID1912,raceID198,consID24,0,NULL
consResID1913,raceID198,consID20,0,NULL
consResID1914,raceID198,consID21,0,NULL
consResID1915,raceID198,consID17,0,NULL
consResID1916,raceID198,consID18,0,NULL
consResID1917,raceID198,consID25,0,NULL
consResID1918,raceID199,consID6,14,NULL
consResID1919,raceID199,consID1,6,NULL
consResID1920,raceID199,consID22,5,NULL
consResID1921,raceID199,consID17,1,NULL
consResID1922,raceID199,consID3,0,NULL
consResID1923,raceID199,consID18,0,NULL
consResID1924,raceID199,consID25,0,NULL
consResID1925,raceID199,consID15,0,NULL
consResID1926,raceID199,consID21,0,NULL
consResID1927,raceID199,consID20,0,NULL
consResID1928,raceID199,consID24,0,NULL
consResID1929,raceID200,consID1,16,NULL
consResID1930,raceID200,consID6,7,NULL
consResID1931,raceID200,consID17,2,NULL
consResID1932,raceID200,consID3,1,NULL
consResID1933,raceID200,consID15,0,NULL
consResID1934,raceID200,consID22,0,NULL
consResID1935,raceID200,consID20,0,NULL
consResID1936,raceID200,consID18,0,NULL
consResID1937,raceID200,consID25,0,NULL
consResID1938,raceID200,consID24,0,NULL
consResID1939,raceID200,consID21,0,NULL
consResID1940,raceID201,consID1,16,NULL
consResID1941,raceID201,consID3,4,NULL
consResID1942,raceID201,consID17,4,NULL
consResID1943,raceID201,consID6,2,NULL
consResID1944,raceID201,consID22,0,NULL
consResID1945,raceID201,consID15,0,NULL
consResID1946,raceID201,consID20,0,NULL
consResID1947,raceID201,consID25,0,NULL
consResID1948,raceID201,consID21,0,NULL
consResID1949,raceID201,consID18,0,NULL
consResID1950,raceID201,consID24,0,NULL
consResID1951,raceID202,consID6,10,NULL
consResID1952,raceID202,consID1,7,NULL
consResID1953,raceID202,consID3,6,NULL
consResID1954,raceID202,consID17,3,NULL
consResID1955,raceID202,consID15,0,NULL
consResID1956,raceID202,consID22,0,NULL
consResID1957,raceID202,consID21,0,NULL
consResID1958,raceID202,consID20,0,NULL
consResID1959,raceID202,consID24,0,NULL
consResID1960,raceID202,consID25,0,NULL
consResID1961,raceID202,consID18,0,NULL
consResID1962,raceID203,consID17,16,NULL
consResID1963,raceID203,consID15,4,NULL
consResID1964,raceID203,consID3,3,NULL
consResID1965,raceID203,consID21,2,NULL
consResID1966,raceID203,consID20,1,NULL
consResID1967,raceID203,consID1,0,NULL
consResID1968,raceID203,consID18,0,NULL
consResID1969,raceID203,consID22,0,NULL
consResID1970,raceID203,consID6,0,NULL
consResID1971,raceID203,consID25,0,NULL
consResID1972,raceID203,consID24,0,NULL
consResID1973,raceID204,consID6,16,NULL
consResID1974,raceID204,consID17,5,NULL
consResID1975,raceID204,consID1,3,NULL
consResID1976,raceID204,consID15,2,NULL
consResID1977,raceID204,consID3,0,NULL
consResID1978,raceID204,consID22,0,NULL
consResID1979,raceID204,consID25,0,NULL
consResID1980,raceID204,consID24,0,NULL
consResID1981,raceID204,consID18,0,NULL
consResID1982,raceID204,consID20,0,NULL
consResID1983,raceID204,consID21,0,NULL
consResID1984,raceID205,consID1,14,NULL
consResID1985,raceID205,consID6,9,NULL
consResID1986,raceID205,consID3,2,NULL
consResID1987,raceID205,consID22,1,NULL
consResID1988,raceID205,consID17,0,NULL
consResID1989,raceID205,consID15,0,NULL
consResID1990,raceID205,consID24,0,NULL
consResID1991,raceID205,consID20,0,NULL
consResID1992,raceID205,consID21,0,NULL
consResID1993,raceID205,consID18,0,NULL
consResID1994,raceID205,consID25,0,NULL
consResID1995,raceID206,consID1,14,NULL
consResID1996,raceID206,consID6,6,NULL
consResID1997,raceID206,consID17,3,NULL
consResID1998,raceID206,consID3,3,NULL
consResID1999,raceID206,consID15,0,NULL
consResID2000,raceID206,consID22,0,NULL
consResID2001,raceID206,consID20,0,NULL
consResID2002,raceID206,consID18,0,NULL
consResID2003,raceID206,consID25,0,NULL
consResID2004,raceID206,consID24,0,NULL
consResID2005,raceID206,consID21,0,NULL
consResID2006,raceID207,consID1,14,NULL
consResID2007,raceID207,consID6,6,NULL
consResID2008,raceID207,consID22,3,NULL
consResID2009,raceID207,consID20,2,NULL
consResID2010,raceID207,consID15,1,NULL
consResID2011,raceID207,consID3,0,NULL
consResID2012,raceID207,consID18,0,NULL
consResID2013,raceID207,consID21,0,NULL
consResID2014,raceID207,consID24,0,NULL
consResID2015,raceID207,consID25,0,NULL
consResID2016,raceID207,consID17,0,NULL
consResID2017,raceID207,consID26,0,NULL
consResID2018,raceID208,consID3,10,NULL
consResID2019,raceID208,consID22,7,NULL
consResID2020,raceID208,consID20,4,NULL
consResID2021,raceID208,consID1,3,NULL
consResID2022,raceID208,consID6,2,NULL
consResID2023,raceID208,consID15,0,NULL
consResID2024,raceID208,consID17,0,NULL
consResID2025,raceID208,consID18,0,NULL
consResID2026,raceID208,consID25,0,NULL
consResID2027,raceID208,consID21,0,NULL
consResID2028,raceID208,consID24,0,NULL
consResID2029,raceID209,consID3,10,NULL
consResID2030,raceID209,consID6,6,NULL
consResID2031,raceID209,consID17,4,NULL
consResID2032,raceID209,consID15,3,NULL
consResID2033,raceID209,consID1,2,NULL
consResID2034,raceID209,consID22,1,NULL
consResID2035,raceID209,consID25,0,NULL
consResID2036,raceID209,consID18,0,NULL
consResID2037,raceID209,consID24,0,NULL
consResID2038,raceID209,consID21,0,NULL
consResID2039,raceID209,consID20,0,NULL
consResID2040,raceID210,consID3,10,NULL
consResID2041,raceID210,consID6,10,NULL
consResID2042,raceID210,consID17,3,NULL
consResID2043,raceID210,consID22,2,NULL
consResID2044,raceID210,consID1,1,NULL
consResID2045,raceID210,consID15,0,NULL
consResID2046,raceID210,consID20,0,NULL
consResID2047,raceID210,consID25,0,NULL
consResID2048,raceID210,consID18,0,NULL
consResID2049,raceID210,consID21,0,NULL
consResID2050,raceID210,consID24,0,NULL
consResID2051,raceID211,consID6,14,NULL
consResID2052,raceID211,consID24,6,NULL
consResID2053,raceID211,consID20,3,NULL
consResID2054,raceID211,consID25,2,NULL
consResID2055,raceID211,consID17,1,NULL
consResID2056,raceID211,consID22,0,NULL
consResID2057,raceID211,consID18,0,NULL
consResID2058,raceID211,consID3,0,NULL
consResID2059,raceID211,consID15,0,NULL
consResID2060,raceID211,consID1,0,NULL
consResID2061,raceID211,consID21,0,NULL
