constructorResultsId,raceId,constructorId,points,status
consResID5249,raceID434,consID25,0,NULL
consResID5250,raceID434,consID32,0,NULL
consResID5251,raceID434,consID18,0,NULL
consResID5252,raceID434,consID34,0,NULL
consResID5253,raceID434,consID53,0,NULL
consResID5254,raceID434,consID45,0,NULL
consResID5255,raceID434,consID51,0,NULL
consResID5256,raceID434,consID26,0,NULL
consResID5257,raceID435,consID3,9,NULL
consResID5258,raceID435,consID27,10,NULL
consResID5259,raceID435,consID25,3,NULL
consResID5260,raceID435,consID6,2,NULL
consResID5261,raceID435,consID21,1,NULL
consResID5262,raceID435,consID45,0,NULL
consResID5263,raceID435,consID18,0,NULL
consResID5264,raceID435,consID32,0,NULL
consResID5265,raceID435,consID1,0,NULL
consResID5266,raceID435,consID4,0,NULL
consResID5267,raceID435,consID34,0,NULL
consResID5268,raceID435,consID51,0,NULL
consResID5269,raceID435,consID53,0,NULL
consResID5270,raceID435,consID26,0,NULL
consResID5271,raceID436,consID1,9,NULL
consResID5272,raceID436,consID3,6,NULL
consResID5273,raceID436,consID32,4,NULL
consResID5274,raceID436,consID51,3,NULL
consResID5275,raceID436,consID4,2,NULL
consResID5276,raceID436,consID21,1,NULL
consResID5277,raceID436,consID50,0,NULL
consResID5278,raceID436,consID25,0,NULL
consResID5279,raceID436,consID27,0,NULL
consResID5280,raceID436,consID34,0,NULL
consResID5281,raceID436,consID6,0,NULL
consResID5282,raceID436,consID45,0,NULL
consResID5283,raceID436,consID53,0,NULL
consResID5284,raceID436,consID52,0,NULL
consResID5285,raceID436,consID54,0,NULL
consResID5286,raceID437,consID1,15,NULL
consResID5287,raceID437,consID4,4,NULL
consResID5288,raceID437,consID51,3,NULL
consResID5289,raceID437,consID27,2,NULL
consResID5290,raceID437,consID53,1,NULL
consResID5291,raceID437,consID32,0,NULL
consResID5292,raceID437,consID52,0,NULL
consResID5293,raceID437,consID21,0,NULL
consResID5294,raceID437,consID6,0,NULL
consResID5295,raceID437,consID25,0,NULL
consResID5296,raceID437,consID3,0,NULL
consResID5297,raceID437,consID54,0,NULL
consResID5298,raceID437,consID34,0,NULL
consResID5299,raceID437,consID50,0,NULL
consResID5300,raceID437,consID45,0,NULL
consResID5301,raceID438,consID6,13,NULL
consResID5302,raceID438,consID4,6,NULL
consResID5303,raceID438,consID3,3,NULL
consResID5304,raceID438,consID32,2,NULL
consResID5305,raceID438,consID53,1,NULL
consResID5306,raceID438,consID21,0,NULL
consResID5307,raceID438,consID34,0,NULL
consResID5308,raceID438,consID50,0,NULL
consResID5309,raceID438,consID25,0,NULL
consResID5310,raceID438,consID52,0,NULL
consResID5311,raceID438,consID27,0,NULL
consResID5312,raceID438,consID54,0,NULL
consResID5313,raceID438,consID1,0,NULL
consResID5314,raceID438,consID51,0,NULL
consResID5315,raceID438,consID45,0,NULL
consResID5316,raceID439,consID1,9,NULL
consResID5317,raceID439,consID6,6,NULL
consResID5318,raceID439,consID32,4,NULL
consResID5319,raceID439,consID4,3,NULL
consResID5320,raceID439,consID21,2,NULL
consResID5321,raceID439,consID27,1,NULL
consResID5322,raceID439,consID51,0,NULL
consResID5323,raceID439,consID52,0,NULL
consResID5324,raceID439,consID50,0,NULL
consResID5325,raceID439,consID25,0,NULL
consResID5326,raceID439,consID53,0,NULL
consResID5327,raceID439,consID34,0,NULL
consResID5328,raceID439,consID45,0,NULL
consResID5329,raceID439,consID54,0,NULL
consResID5330,raceID439,consID3,0,NULL
consResID5331,raceID440,consID1,9,NULL
consResID5332,raceID440,consID4,6,NULL
consResID5333,raceID440,consID32,6,NULL
consResID5334,raceID440,consID6,3,NULL
consResID5335,raceID440,consID3,1,NULL
consResID5336,raceID440,consID34,0,NULL
consResID5337,raceID440,consID27,0,NULL
consResID5338,raceID440,consID21,0,NULL
consResID5339,raceID440,consID45,0,NULL
consResID5340,raceID440,consID50,0,NULL
consResID5341,raceID440,consID25,0,NULL
consResID5342,raceID440,consID52,0,NULL
consResID5343,raceID440,consID51,0,NULL
consResID5344,raceID440,consID53,0,NULL
consResID5345,raceID440,consID54,0,NULL
consResID5346,raceID441,consID1,4.5,NULL
consResID5347,raceID441,consID53,3,NULL
consResID5348,raceID441,consID6,2.5,NULL
consResID5349,raceID441,consID3,1.5,NULL
consResID5350,raceID441,consID32,1,NULL
consResID5351,raceID441,consID45,0,NULL
consResID5352,raceID441,consID25,0,NULL
consResID5353,raceID441,consID51,0,NULL
consResID5354,raceID441,consID54,0,NULL
consResID5355,raceID441,consID34,0,NULL
consResID5356,raceID441,consID27,0,NULL
consResID5357,raceID441,consID4,0,NULL
consResID5358,raceID441,consID21,0,NULL
consResID5359,raceID441,consID50,0,NULL
consResID5360,raceID441,consID52,0,NULL
consResID5361,raceID442,consID34,9,NULL
consResID5362,raceID442,consID1,10,NULL
consResID5363,raceID442,consID32,4,NULL
consResID5364,raceID442,consID6,2,NULL
consResID5365,raceID442,consID53,0,NULL
consResID5366,raceID442,consID54,0,NULL
consResID5367,raceID442,consID50,0,NULL
consResID5368,raceID442,consID51,0,NULL
consResID5369,raceID442,consID25,0,NULL
consResID5370,raceID442,consID21,0,NULL
consResID5371,raceID442,consID4,0,NULL
consResID5372,raceID442,consID52,0,NULL
consResID5373,raceID442,consID27,0,NULL
consResID5374,raceID442,consID3,0,NULL
consResID5375,raceID442,consID45,0,NULL
consResID5376,raceID443,consID34,13,NULL
consResID5377,raceID443,consID32,6,NULL
consResID5378,raceID443,consID1,3,NULL
consResID5379,raceID443,consID3,2,NULL
consResID5380,raceID443,consID25,0,NULL
consResID5381,raceID443,consID6,0,NULL
consResID5382,raceID443,consID4,0,NULL
consResID5383,raceID443,consID50,0,NULL
consResID5384,raceID443,consID21,0,NULL
consResID5385,raceID443,consID27,0,NULL
consResID5386,raceID443,consID53,0,NULL
consResID5387,raceID443,consID51,0,NULL
consResID5388,raceID443,consID45,0,NULL
consResID5389,raceID443,consID54,0,NULL
consResID5390,raceID443,consID52,0,NULL
consResID5391,raceID444,consID3,12,NULL
consResID5392,raceID444,consID6,6,NULL
consResID5393,raceID444,consID32,5,NULL
consResID5394,raceID444,consID45,2,NULL
consResID5395,raceID444,consID34,0,NULL
consResID5396,raceID444,consID54,0,NULL
consResID5397,raceID444,consID1,0,NULL
consResID5398,raceID444,consID21,0,NULL
consResID5399,raceID444,consID53,0,NULL
consResID5400,raceID444,consID50,0,NULL
consResID5401,raceID444,consID4,0,NULL
consResID5402,raceID444,consID27,0,NULL
consResID5403,raceID444,consID52,0,NULL
consResID5404,raceID444,consID51,0,NULL
consResID5405,raceID444,consID25,0,NULL
consResID5406,raceID445,consID1,9,NULL
consResID5407,raceID445,consID4,6,NULL
consResID5408,raceID445,consID53,4,NULL
consResID5409,raceID445,consID32,3,NULL
consResID5410,raceID445,consID6,3,NULL
consResID5411,raceID445,consID34,0,NULL
consResID5412,raceID445,consID45,0,NULL
consResID5413,raceID445,consID27,0,NULL
consResID5414,raceID445,consID21,0,NULL
consResID5415,raceID445,consID51,0,NULL
consResID5416,raceID445,consID25,0,NULL
consResID5417,raceID445,consID52,0,NULL
consResID5418,raceID445,consID3,0,NULL
consResID5419,raceID445,consID50,0,NULL
consResID5420,raceID445,consID54,0,NULL
consResID5421,raceID446,consID1,15,NULL
consResID5422,raceID446,consID4,6,NULL
consResID5423,raceID446,consID32,3,NULL
consResID5424,raceID446,consID6,1,NULL
consResID5425,raceID446,consID27,0,NULL
consResID5426,raceID446,consID52,0,NULL
consResID5427,raceID446,consID25,0,NULL
consResID5428,raceID446,consID54,0,NULL
consResID5429,raceID446,consID51,0,NULL
consResID5430,raceID446,consID34,0,NULL
consResID5431,raceID446,consID45,0,NULL
consResID5432,raceID446,consID50,0,NULL
consResID5433,raceID446,consID3,0,NULL
consResID5434,raceID446,consID21,0,NULL
consResID5435,raceID446,consID53,0,NULL
consResID5436,raceID447,consID1,9,NULL
consResID5437,raceID447,consID34,9,NULL
consResID5438,raceID447,consID6,4,NULL
consResID5439,raceID447,consID21,3,NULL
consResID5440,raceID447,consID27,0,NULL
consResID5441,raceID447,consID50,0,NULL
consResID5442,raceID447,consID51,0,NULL
consResID5443,raceID447,consID54,0,NULL
consResID5444,raceID447,consID4,0,NULL
consResID5445,raceID447,consID53,0,NULL
consResID5446,raceID447,consID32,0,NULL
consResID5447,raceID447,consID52,0,NULL
consResID5448,raceID447,consID3,0,NULL
consResID5449,raceID447,consID45,0,NULL
consResID5450,raceID447,consID25,0,NULL
consResID5451,raceID448,consID1,15,NULL
consResID5452,raceID448,consID32,7,NULL
consResID5453,raceID448,consID34,2,NULL
consResID5454,raceID448,consID4,1,NULL
consResID5455,raceID448,consID27,0,NULL
consResID5456,raceID448,consID3,0,NULL
consResID5457,raceID448,consID50,0,NULL
consResID5458,raceID448,consID6,0,NULL
consResID5459,raceID448,consID45,0,NULL
consResID5460,raceID448,consID51,0,NULL
consResID5461,raceID448,consID25,0,NULL
consResID5462,raceID448,consID21,0,NULL
consResID5463,raceID448,consID52,0,NULL
consResID5464,raceID448,consID54,0,NULL
consResID5465,raceID448,consID53,0,NULL
consResID5466,raceID449,consID1,9,NULL
consResID5467,raceID449,consID6,6,NULL
consResID5468,raceID449,consID51,4,NULL
consResID5469,raceID449,consID53,3,NULL
consResID5470,raceID449,consID45,0,NULL
consResID5471,raceID449,consID54,0,NULL
consResID5472,raceID449,consID52,0,NULL
consResID5473,raceID449,consID21,0,NULL
consResID5474,raceID449,consID4,0,NULL
consResID5475,raceID449,consID34,0,NULL
consResID5476,raceID449,consID50,0,NULL
consResID5477,raceID449,consID32,0,NULL
consResID5478,raceID449,consID3,0,NULL
consResID5479,raceID449,consID27,0,NULL
consResID5480,raceID450,consID1,12,NULL
consResID5481,raceID450,consID6,8,NULL
consResID5482,raceID450,consID34,4,NULL
consResID5483,raceID450,consID51,1,NULL
consResID5484,raceID450,consID27,0,NULL
consResID5485,raceID450,consID52,0,NULL
consResID5486,raceID450,consID21,0,NULL
consResID5487,raceID450,consID4,0,NULL
consResID5488,raceID450,consID45,0,NULL
consResID5489,raceID450,consID32,0,NULL
consResID5490,raceID450,consID50,0,NULL
consResID5491,raceID450,consID3,0,NULL
consResID5492,raceID450,consID53,0,NULL
consResID5493,raceID450,consID54,0,NULL
consResID5494,raceID451,consID1,15,NULL
consResID5495,raceID451,consID53,4,NULL
consResID5496,raceID451,consID6,3,NULL
consResID5497,raceID451,consID32,2,NULL
consResID5498,raceID451,consID34,1,NULL
consResID5499,raceID451,consID4,0,NULL
consResID5500,raceID451,consID51,0,NULL
consResID5501,raceID451,consID27,0,NULL
consResID5502,raceID451,consID54,0,NULL
consResID5503,raceID451,consID3,0,NULL
consResID5504,raceID451,consID52,0,NULL
consResID5505,raceID451,consID45,0,NULL
consResID5506,raceID451,consID21,0,NULL
consResID5507,raceID451,consID50,0,NULL
consResID5508,raceID452,consID34,9,NULL
consResID5509,raceID452,consID1,4,NULL
consResID5510,raceID452,consID3,3,NULL
consResID5511,raceID452,consID6,2,NULL
consResID5512,raceID452,consID21,1,NULL
consResID5513,raceID452,consID4,0,NULL
consResID5514,raceID452,consID53,0,NULL
consResID5515,raceID452,consID25,0,NULL
consResID5516,raceID452,consID32,0,NULL
consResID5517,raceID452,consID55,0,NULL
consResID5518,raceID452,consID50,0,NULL
consResID5519,raceID452,consID54,0,NULL
consResID5520,raceID452,consID27,0,NULL
consResID5521,raceID452,consID51,0,NULL
consResID5522,raceID452,consID45,0,NULL
consResID5523,raceID453,consID1,15,NULL
consResID5524,raceID453,consID6,4,NULL
consResID5525,raceID453,consID3,3,NULL
consResID5526,raceID453,consID21,2,NULL
consResID5527,raceID453,consID55,1,NULL
consResID5528,raceID453,consID27,0,NULL
consResID5529,raceID453,consID25,0,NULL
consResID5530,raceID453,consID34,0,NULL
consResID5531,raceID453,consID4,0,NULL
consResID5532,raceID453,consID32,0,NULL
consResID5533,raceID453,consID51,0,NULL
consResID5534,raceID453,consID53,0,NULL
consResID5535,raceID453,consID50,0,NULL
consResID5536,raceID453,consID54,0,NULL
consResID5537,raceID453,consID45,0,NULL
consResID5538,raceID454,consID4,13,NULL
consResID5539,raceID454,consID34,6,NULL
consResID5540,raceID454,consID6,3,NULL
consResID5541,raceID454,consID3,3,NULL
consResID5542,raceID454,consID25,0,NULL
consResID5543,raceID454,consID27,0,NULL
consResID5544,raceID454,consID21,0,NULL
consResID5545,raceID454,consID55,0,NULL
consResID5546,raceID454,consID51,0,NULL
consResID5547,raceID454,consID53,0,NULL
consResID5548,raceID454,consID45,0,NULL
consResID5549,raceID454,consID54,0,NULL
consResID5550,raceID454,consID1,0,NULL
consResID5551,raceID454,consID32,0,NULL
consResID5552,raceID454,consID50,0,NULL
consResID5553,raceID455,consID6,13,NULL
consResID5554,raceID455,consID4,6,NULL
consResID5555,raceID455,consID3,3,NULL
consResID5556,raceID455,consID1,2,NULL
consResID5557,raceID455,consID21,1,NULL
consResID5558,raceID455,consID27,0,NULL
consResID5559,raceID455,consID51,0,NULL
consResID5560,raceID455,consID54,0,NULL
consResID5561,raceID455,consID32,0,NULL
consResID5562,raceID455,consID34,0,NULL
consResID5563,raceID455,consID25,0,NULL
consResID5564,raceID455,consID53,0,NULL
consResID5565,raceID455,consID45,0,NULL
consResID5566,raceID455,consID55,0,NULL
consResID5567,raceID455,consID50,0,NULL
consResID5568,raceID456,consID3,9,NULL
consResID5569,raceID456,consID34,6,NULL
consResID5570,raceID456,consID4,4,NULL
consResID5571,raceID456,consID6,3,NULL
consResID5572,raceID456,consID25,2,NULL
consResID5573,raceID456,consID51,1,NULL
consResID5574,raceID456,consID21,0,NULL
consResID5575,raceID456,consID53,0,NULL
consResID5576,raceID456,consID32,0,NULL
consResID5577,raceID456,consID27,0,NULL
consResID5578,raceID456,consID54,0,NULL
consResID5579,raceID456,consID1,0,NULL
consResID5580,raceID456,consID45,0,NULL
consResID5581,raceID456,consID50,0,NULL
consResID5582,raceID456,consID55,0,NULL
consResID5583,raceID457,consID4,13,NULL
consResID5584,raceID457,consID6,6,NULL
consResID5585,raceID457,consID34,3,NULL
consResID5586,raceID457,consID3,3,NULL
consResID5587,raceID457,consID53,0,NULL
consResID5588,raceID457,consID32,0,NULL
consResID5589,raceID457,consID55,0,NULL
consResID5590,raceID457,consID21,0,NULL
consResID5591,raceID457,consID25,0,NULL
consResID5592,raceID457,consID27,0,NULL
consResID5593,raceID457,consID1,0,NULL
consResID5594,raceID457,consID51,0,NULL
consResID5595,raceID457,consID45,0,NULL
consResID5596,raceID457,consID54,0,NULL
consResID5597,raceID457,consID50,0,NULL
consResID5598,raceID458,consID25,9,NULL
consResID5599,raceID458,consID3,8,NULL
consResID5600,raceID458,consID1,4,NULL
consResID5601,raceID458,consID34,3,NULL
consResID5602,raceID458,consID32,1,NULL
consResID5603,raceID458,consID21,0,NULL
consResID5604,raceID458,consID4,0,NULL
consResID5605,raceID458,consID53,0,NULL
consResID5606,raceID458,consID27,0,NULL
consResID5607,raceID458,consID51,0,NULL
consResID5608,raceID458,consID55,0,NULL
consResID5609,raceID458,consID6,0,NULL
consResID5610,raceID458,consID54,0,NULL
consResID5611,raceID458,consID45,0,NULL
consResID5612,raceID459,consID6,13,NULL
consResID5613,raceID459,consID4,8,NULL
consResID5614,raceID459,consID3,3,NULL
consResID5615,raceID459,consID1,1,NULL
consResID5616,raceID459,consID21,0,NULL
consResID5617,raceID459,consID25,0,NULL
consResID5618,raceID459,consID54,0,NULL
consResID5619,raceID459,consID51,0,NULL
consResID5620,raceID459,consID34,0,NULL
consResID5621,raceID459,consID53,0,NULL
consResID5622,raceID459,consID32,0,NULL
consResID5623,raceID459,consID27,0,NULL
consResID5624,raceID459,consID55,0,NULL
consResID5625,raceID459,consID45,0,NULL
consResID5626,raceID459,consID50,0,NULL
consResID5627,raceID460,consID4,9,NULL
consResID5628,raceID460,consID34,6,NULL
consResID5629,raceID460,consID6,6,NULL
consResID5630,raceID460,consID32,3,NULL
consResID5631,raceID460,consID1,1,NULL
consResID5632,raceID460,consID51,0,NULL
consResID5633,raceID460,consID27,0,NULL
consResID5634,raceID460,consID3,0,NULL
consResID5635,raceID460,consID25,0,NULL
consResID5636,raceID460,consID21,0,NULL
consResID5637,raceID460,consID55,0,NULL
consResID5638,raceID460,consID54,0,NULL
consResID5639,raceID460,consID45,0,NULL
consResID5640,raceID460,consID53,0,NULL
consResID5641,raceID460,consID52,0,NULL
consResID5642,raceID460,consID50,0,NULL
consResID5643,raceID461,consID6,9,NULL
consResID5644,raceID461,consID51,6,NULL
consResID5645,raceID461,consID34,4,NULL
consResID5646,raceID461,consID4,3,NULL
consResID5647,raceID461,consID1,2,NULL
consResID5648,raceID461,consID3,1,NULL
consResID5649,raceID461,consID21,0,NULL
consResID5650,raceID461,consID27,0,NULL
consResID5651,raceID461,consID55,0,NULL
consResID5652,raceID461,consID25,0,NULL
consResID5653,raceID461,consID45,0,NULL
consResID5654,raceID461,consID53,0,NULL
consResID5655,raceID461,consID52,0,NULL
consResID5656,raceID461,consID32,0,NULL
consResID5657,raceID461,consID50,0,NULL
consResID5658,raceID461,consID54,0,NULL
consResID5659,raceID462,consID4,12,NULL
consResID5660,raceID462,consID6,6,NULL
consResID5661,raceID462,consID34,4,NULL
consResID5662,raceID462,consID32,2,NULL
consResID5663,raceID462,consID1,1,NULL
consResID5664,raceID462,consID27,0,NULL
consResID5665,raceID462,consID3,0,NULL
consResID5666,raceID462,consID45,0,NULL
consResID5667,raceID462,consID52,0,NULL
consResID5668,raceID462,consID21,0,NULL
consResID5669,raceID462,consID54,0,NULL
consResID5670,raceID462,consID51,0,NULL
consResID5671,raceID462,consID55,0,NULL
consResID5672,raceID462,consID25,0,NULL
consResID5673,raceID462,consID53,0,NULL
consResID5674,raceID462,consID50,0,NULL
consResID5675,raceID463,consID6,15,NULL
consResID5676,raceID463,consID1,4,NULL
consResID5677,raceID463,consID53,3,NULL
consResID5678,raceID463,consID51,2,NULL
consResID5679,raceID463,consID25,1,NULL
consResID5680,raceID463,consID52,0,NULL
consResID5681,raceID463,consID21,0,NULL
consResID5682,raceID463,consID34,0,NULL
consResID5683,raceID463,consID27,0,NULL
consResID5684,raceID463,consID45,0,NULL
consResID5685,raceID463,consID55,0,NULL
consResID5686,raceID463,consID3,0,NULL
consResID5687,raceID463,consID54,0,NULL
consResID5688,raceID463,consID4,0,NULL
consResID5689,raceID463,consID32,0,NULL
consResID5690,raceID463,consID50,0,NULL
consResID5691,raceID464,consID34,9,NULL
consResID5692,raceID464,consID6,9,NULL
consResID5693,raceID464,consID4,4,NULL
consResID5694,raceID464,consID32,2,NULL
consResID5695,raceID464,consID53,1,NULL
consResID5696,raceID464,consID27,0,NULL
consResID5697,raceID464,consID21,0,NULL
consResID5698,raceID464,consID3,0,NULL
consResID5699,raceID464,consID55,0,NULL
consResID5700,raceID464,consID45,0,NULL
consResID5701,raceID464,consID25,0,NULL
consResID5702,raceID464,consID54,0,NULL
consResID5703,raceID464,consID1,0,NULL
consResID5704,raceID464,consID51,0,NULL
consResID5705,raceID464,consID52,0,NULL
consResID5706,raceID464,consID50,0,NULL
consResID5707,raceID465,consID34,9,NULL
consResID5708,raceID465,consID4,6,NULL
consResID5709,raceID465,consID32,4,NULL
consResID5710,raceID465,consID51,3,NULL
consResID5711,raceID465,consID53,3,NULL
consResID5712,raceID465,consID54,0,NULL
consResID5713,raceID465,consID6,0,NULL
consResID5714,raceID465,consID21,0,NULL
consResID5715,raceID465,consID55,0,NULL
consResID5716,raceID465,consID3,0,NULL
consResID5717,raceID465,consID52,0,NULL
consResID5718,raceID465,consID27,0,NULL
consResID5719,raceID465,consID25,0,NULL
consResID5720,raceID465,consID45,0,NULL
consResID5721,raceID465,consID1,0,NULL
consResID5722,raceID465,consID50,0,NULL
consResID5723,raceID466,consID34,13,NULL
consResID5724,raceID466,consID51,6,NULL
consResID5725,raceID466,consID53,3,NULL
consResID5726,raceID466,consID3,2,NULL
consResID5727,raceID466,consID4,1,NULL
consResID5728,raceID466,consID25,0,NULL
consResID5729,raceID466,consID21,0,NULL
consResID5730,raceID466,consID27,0,NULL
consResID5731,raceID466,consID1,0,NULL
consResID5732,raceID466,consID50,0,NULL
consResID5733,raceID466,consID32,0,NULL
consResID5734,raceID466,consID6,0,NULL
consResID5735,raceID466,consID45,0,NULL
consResID5736,raceID466,consID54,0,NULL
consResID5737,raceID467,consID4,13,NULL
consResID5738,raceID467,consID3,8,NULL
consResID5739,raceID467,consID1,4,NULL
consResID5740,raceID467,consID25,0,NULL
consResID5741,raceID467,consID32,0,NULL
consResID5742,raceID467,consID54,0,NULL
consResID5743,raceID467,consID51,0,NULL
consResID5744,raceID467,consID37,0,NULL
consResID5745,raceID467,consID55,0,NULL
consResID5746,raceID467,consID56,0,NULL
consResID5747,raceID467,consID6,0,NULL
consResID5748,raceID467,consID27,0,NULL
consResID5749,raceID467,consID53,0,NULL
consResID5750,raceID467,consID34,0,NULL
consResID5751,raceID467,consID45,0,NULL
consResID5752,raceID467,consID21,0,NULL
consResID5753,raceID467,consID57,0,NULL
consResID5754,raceID468,consID4,9,NULL
consResID5755,raceID468,consID1,6,NULL
consResID5756,raceID468,consID32,4,NULL
consResID5757,raceID468,consID25,3,NULL
consResID5758,raceID468,consID54,2,NULL
consResID5759,raceID468,consID6,1,NULL
consResID5760,raceID468,consID37,0,NULL
consResID5761,raceID468,consID45,0,NULL
consResID5762,raceID468,consID21,0,NULL
consResID5763,raceID468,consID34,0,NULL
consResID5764,raceID468,consID3,0,NULL
consResID5765,raceID468,consID56,0,NULL
consResID5766,raceID468,consID27,0,NULL
consResID5767,raceID468,consID51,0,NULL
consResID5768,raceID468,consID55,0,NULL
consResID5769,raceID468,consID53,0,NULL
consResID5770,raceID468,consID57,0,NULL
consResID5771,raceID469,consID1,10,NULL
consResID5772,raceID469,consID3,6,NULL
consResID5773,raceID469,consID34,4,NULL
consResID5774,raceID469,consID25,3,NULL
consResID5775,raceID469,consID32,2,NULL
consResID5776,raceID469,consID37,0,NULL
consResID5777,raceID469,consID6,0,NULL
consResID5778,raceID469,consID27,0,NULL
consResID5779,raceID469,consID51,0,NULL
consResID5780,raceID469,consID21,0,NULL
consResID5781,raceID469,consID57,0,NULL
consResID5782,raceID469,consID45,0,NULL
consResID5783,raceID469,consID55,0,NULL
consResID5784,raceID469,consID4,0,NULL
consResID5785,raceID469,consID54,0,NULL
consResID5786,raceID469,consID53,0,NULL
consResID5787,raceID469,consID56,0,NULL
consResID5788,raceID470,consID6,15,NULL
consResID5789,raceID470,consID25,4,NULL
consResID5790,raceID470,consID45,3,NULL
consResID5791,raceID470,consID54,2,NULL
consResID5792,raceID470,consID53,0,NULL
consResID5793,raceID470,consID4,0,NULL
consResID5794,raceID470,consID51,0,NULL
consResID5795,raceID471,consID1,9,NULL
consResID5796,raceID471,consID3,6,NULL
consResID5797,raceID471,consID27,4,NULL
consResID5798,raceID471,consID32,3,NULL
consResID5799,raceID471,consID34,2,NULL
consResID5800,raceID471,consID56,1,NULL
consResID5801,raceID471,consID21,0,NULL
consResID5802,raceID471,consID37,0,NULL
consResID5803,raceID471,consID4,0,NULL
consResID5804,raceID471,consID45,0,NULL
consResID5805,raceID471,consID51,0,NULL
consResID5806,raceID471,consID25,0,NULL
consResID5807,raceID471,consID53,0,NULL
consResID5808,raceID471,consID54,0,NULL
consResID5809,raceID471,consID6,0,NULL
consResID5810,raceID471,consID57,0,NULL
consResID5811,raceID471,consID55,0,NULL
consResID5812,raceID472,consID34,9,NULL
consResID5813,raceID472,consID6,6,NULL
consResID5814,raceID472,consID51,4,NULL
consResID5815,raceID472,consID32,5,NULL
consResID5816,raceID472,consID3,1,NULL
consResID5817,raceID472,consID4,0,NULL
consResID5818,raceID472,consID25,0,NULL
consResID5819,raceID472,consID21,0,NULL
consResID5820,raceID472,consID1,0,NULL
consResID5821,raceID472,consID54,0,NULL
consResID5822,raceID472,consID27,0,NULL
consResID5823,raceID472,consID55,0,NULL
consResID5824,raceID472,consID37,0,NULL
consResID5825,raceID472,consID53,0,NULL
consResID5826,raceID472,consID45,0,NULL
consResID5827,raceID472,consID57,0,NULL
consResID5828,raceID472,consID56,0,NULL
consResID5829,raceID473,consID1,9,NULL
consResID5830,raceID473,consID27,7,NULL
consResID5831,raceID473,consID6,4,NULL
consResID5832,raceID473,consID3,5,NULL
consResID5833,raceID473,consID37,0,NULL
consResID5834,raceID473,consID21,0,NULL
consResID5835,raceID473,consID25,0,NULL
consResID5836,raceID473,consID4,0,NULL
consResID5837,raceID473,consID56,0,NULL
consResID5838,raceID473,consID32,0,NULL
consResID5839,raceID473,consID51,0,NULL
consResID5840,raceID473,consID54,0,NULL
consResID5841,raceID473,consID57,0,NULL
consResID5842,raceID473,consID34,0,NULL
consResID5843,raceID473,consID45,0,NULL
consResID5844,raceID473,consID55,0,NULL
consResID5845,raceID474,consID34,15,NULL
consResID5846,raceID474,consID1,4,NULL
consResID5847,raceID474,consID32,3,NULL
consResID5848,raceID474,consID21,2,NULL
consResID5849,raceID474,consID51,1,NULL
consResID5850,raceID474,consID3,0,NULL
consResID5851,raceID474,consID6,0,NULL
consResID5852,raceID474,consID27,0,NULL
consResID5853,raceID474,consID37,0,NULL
consResID5854,raceID474,consID25,0,NULL
consResID5855,raceID474,consID4,0,NULL
consResID5856,raceID474,consID54,0,NULL
consResID5857,raceID474,consID57,0,NULL
consResID5858,raceID474,consID45,0,NULL
consResID5859,raceID474,consID55,0,NULL
consResID5860,raceID474,consID56,0,NULL
consResID5861,raceID475,consID6,9,NULL
consResID5862,raceID475,consID34,6,NULL
consResID5863,raceID475,consID3,6,NULL
consResID5864,raceID475,consID1,3,NULL
consResID5865,raceID475,consID21,1,NULL
consResID5866,raceID475,consID25,0,NULL
consResID5867,raceID475,consID51,0,NULL
consResID5868,raceID475,consID54,0,NULL
consResID5869,raceID475,consID45,0,NULL
consResID5870,raceID475,consID37,0,NULL
consResID5871,raceID475,consID55,0,NULL
consResID5872,raceID475,consID32,0,NULL
consResID5873,raceID475,consID4,0,NULL
consResID5874,raceID475,consID56,0,NULL
consResID5875,raceID475,consID53,0,NULL
consResID5876,raceID475,consID27,0,NULL
consResID5877,raceID475,consID57,0,NULL
consResID5878,raceID476,consID1,9,NULL
consResID5879,raceID476,consID6,10,NULL
consResID5880,raceID476,consID32,3,NULL
consResID5881,raceID476,consID3,2,NULL
consResID5882,raceID476,consID4,1,NULL
consResID5883,raceID476,consID51,0,NULL
consResID5884,raceID476,consID25,0,NULL
consResID5885,raceID476,consID21,0,NULL
consResID5886,raceID476,consID37,0,NULL
consResID5887,raceID476,consID27,0,NULL
consResID5888,raceID476,consID53,0,NULL
consResID5889,raceID476,consID34,0,NULL
consResID5890,raceID476,consID57,0,NULL
consResID5891,raceID476,consID45,0,NULL
consResID5892,raceID476,consID56,0,NULL
consResID5893,raceID476,consID54,0,NULL
consResID5894,raceID476,consID55,0,NULL
consResID5895,raceID477,consID4,15,NULL
consResID5896,raceID477,consID6,7,NULL
consResID5897,raceID477,consID3,2,NULL
consResID5898,raceID477,consID25,1,NULL
consResID5899,raceID477,consID1,0,NULL
consResID5900,raceID477,consID51,0,NULL
consResID5901,raceID477,consID54,0,NULL
consResID5902,raceID477,consID32,0,NULL
consResID5903,raceID477,consID21,0,NULL
consResID5904,raceID477,consID27,0,NULL
consResID5905,raceID477,consID53,0,NULL
consResID5906,raceID477,consID34,0,NULL
consResID5907,raceID477,consID37,0,NULL
consResID5908,raceID477,consID45,0,NULL
consResID5909,raceID477,consID55,0,NULL
consResID5910,raceID477,consID57,0,NULL
consResID5911,raceID478,consID6,9,NULL
consResID5912,raceID478,consID4,6,NULL
consResID5913,raceID478,consID3,4,NULL
