resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
resultIDresultID13102,raceIDraceID538,driverIDdriverID203,consIDconsID6,12,11,3,3,3,4,54,+1:39.76,6181330,,,,,1
resultIDresultID13103,raceIDraceID538,driverIDdriverID224,consIDconsID56,14,6,4,4,4,3,53,,,,,,,11
resultIDresultID13104,raceIDraceID538,driverIDdriverID172,consIDconsID27,26,5,5,5,5,2,53,,,,,,,11
resultIDresultID13105,raceIDraceID538,driverIDdriverID230,consIDconsID63,19,21,6,6,6,1,53,,,,,,,11
resultIDresultID13106,raceIDraceID538,driverIDdriverID187,consIDconsID34,2,10,7,7,7,0,53,,,,,,,11
resultIDresultID13107,raceIDraceID538,driverIDdriverID239,consIDconsID1,30,17,8,8,8,0,52,,,,,,,12
resultIDresultID13108,raceIDraceID538,driverIDdriverID163,consIDconsID65,31,26,9,9,9,0,52,,,,,,,12
resultIDresultID13109,raceIDraceID538,driverIDdriverID223,consIDconsID58,17,22,,N,10,0,50,,,,,,,17
resultIDresultID13110,raceIDraceID538,driverIDdriverID177,consIDconsID59,32,25,,N,11,0,49,,,,,,,17
resultIDresultID13111,raceIDraceID538,driverIDdriverID206,consIDconsID57,22,19,,D,12,0,41,,,,,,,2
resultIDresultID13112,raceIDraceID538,driverIDdriverID175,consIDconsID1,8,14,,R,13,0,40,,,,,,,3
resultIDresultID13113,raceIDraceID538,driverIDdriverID233,consIDconsID58,16,23,,R,14,0,33,,,,,,,3
resultIDresultID13114,raceIDraceID538,driverIDdriverID219,consIDconsID4,15,3,,R,15,0,31,,,,,,,6
resultIDresultID13115,raceIDraceID538,driverIDdriverID199,consIDconsID6,11,12,,D,16,0,28,,,,,,,2
resultIDresultID13116,raceIDraceID538,driverIDdriverID182,consIDconsID34,1,4,,R,17,0,27,,,,,,,3
resultIDresultID13117,raceIDraceID538,driverIDdriverID202,consIDconsID25,3,9,,R,18,0,20,,,,,,,3
resultIDresultID13118,raceIDraceID538,driverIDdriverID231,consIDconsID1,7,8,,R,19,0,7,,,,,,,3
resultIDresultID13119,raceIDraceID538,driverIDdriverID178,consIDconsID3,27,15,,R,20,0,7,,,,,,,3
resultIDresultID13120,raceIDraceID538,driverIDdriverID119,consIDconsID21,35,16,,R,21,0,7,,,,,,,3
resultIDresultID13121,raceIDraceID538,driverIDdriverID229,consIDconsID57,23,24,,R,22,0,7,,,,,,,3
resultIDresultID13122,raceIDraceID538,driverIDdriverID212,consIDconsID32,25,18,,R,23,0,4,,,,,,,3
resultIDresultID13123,raceIDraceID538,driverIDdriverID137,consIDconsID1,29,20,,R,24,0,4,,,,,,,3
resultIDresultID13124,raceIDraceID538,driverIDdriverID222,consIDconsID59,20,7,,R,25,0,3,,,,,,,3
resultIDresultID13125,raceIDraceID538,driverIDdriverID207,consIDconsID32,5,2,,R,26,0,0,,,,,,,3
resultIDresultID13126,raceIDraceID538,driverIDdriverID232,consIDconsID60,37,0,,F,27,0,0,,,,,,,81
resultIDresultID13127,raceIDraceID538,driverIDdriverID200,consIDconsID54,9,0,,F,28,0,0,,,,,,,81
resultIDresultID13128,raceIDraceID538,driverIDdriverID211,consIDconsID63,18,0,,F,29,0,0,,,,,,,81
resultIDresultID13129,raceIDraceID538,driverIDdriverID246,consIDconsID54,10,0,,F,30,0,0,,,,,,,81
resultIDresultID13130,raceIDraceID538,driverIDdriverID243,consIDconsID21,36,0,,F,31,0,0,,,,,,,97
resultIDresultID13131,raceIDraceID539,driverIDdriverID207,consIDconsID32,5,1,1,1,1,9,75,41:04.2,6064230,,,,,1
resultIDresultID13132,raceIDraceID539,driverIDdriverID238,consIDconsID32,6,2,2,2,2,6,75,0.32,6064550,,,,,1
resultIDresultID13133,raceIDraceID539,driverIDdriverID182,consIDconsID34,1,3,3,3,3,4,75,12.21,6076440,,,,,1
resultIDresultID13134,raceIDraceID539,driverIDdriverID187,consIDconsID34,2,8,4,4,4,3,75,20.92,6085150,,,,,1
resultIDresultID13135,raceIDraceID539,driverIDdriverID224,consIDconsID56,14,10,5,5,5,2,75,21.5,6085730,,,,,1
resultIDresultID13136,raceIDraceID539,driverIDdriverID203,consIDconsID6,12,5,6,6,6,1,75,45.95,6110180,,,,,1
resultIDresultID13137,raceIDraceID539,driverIDdriverID199,consIDconsID6,11,4,7,7,7,0,75,+1:00.52,6124750,,,,,1
resultIDresultID13138,raceIDraceID539,driverIDdriverID172,consIDconsID27,26,6,8,8,8,0,74,,,,,,,11
resultIDresultID13139,raceIDraceID539,driverIDdriverID175,consIDconsID1,8,14,9,9,9,0,74,,,,,,,11
resultIDresultID13140,raceIDraceID539,driverIDdriverID231,consIDconsID1,7,7,10,10,10,0,74,,,,,,,11
resultIDresultID13141,raceIDraceID539,driverIDdriverID212,consIDconsID32,25,20,11,11,11,0,74,,,,,,,11
resultIDresultID13142,raceIDraceID539,driverIDdriverID222,consIDconsID59,20,15,12,12,12,0,73,,,,,,,12
resultIDresultID13143,raceIDraceID539,driverIDdriverID152,consIDconsID1,33,19,,R,13,0,60,,,,,,,20
resultIDresultID13144,raceIDraceID539,driverIDdriverID233,consIDconsID58,16,18,,R,14,0,56,,,,,,,7
resultIDresultID13145,raceIDraceID539,driverIDdriverID163,consIDconsID65,31,23,,R,15,0,40,,,,,,,83
resultIDresultID13146,raceIDraceID539,driverIDdriverID232,consIDconsID60,37,26,,R,16,0,40,,,,,,,5
resultIDresultID13147,raceIDraceID539,driverIDdriverID230,consIDconsID63,19,22,,D,17,0,37,,,,,,,2
resultIDresultID13148,raceIDraceID539,driverIDdriverID219,consIDconsID4,15,9,,R,18,0,35,,,,,,,5
resultIDresultID13149,raceIDraceID539,driverIDdriverID239,consIDconsID1,30,21,,R,19,0,35,,,,,,,5
resultIDresultID13150,raceIDraceID539,driverIDdriverID177,consIDconsID59,32,24,,R,20,0,21,,,,,,,3
resultIDresultID13151,raceIDraceID539,driverIDdriverID178,consIDconsID3,27,11,,R,21,0,17,,,,,,,37
resultIDresultID13152,raceIDraceID539,driverIDdriverID137,consIDconsID1,29,25,,R,22,0,16,,,,,,,7
resultIDresultID13153,raceIDraceID539,driverIDdriverID221,consIDconsID25,4,12,,R,23,0,13,,,,,,,5
resultIDresultID13154,raceIDraceID539,driverIDdriverID206,consIDconsID57,22,16,,R,24,0,10,,,,,,,7
resultIDresultID13155,raceIDraceID539,driverIDdriverID119,consIDconsID21,35,13,,R,25,0,0,,,,,,,3
resultIDresultID13156,raceIDraceID539,driverIDdriverID202,consIDconsID25,3,17,,R,26,0,0,,,,,,,3
resultIDresultID13157,raceIDraceID539,driverIDdriverID211,consIDconsID63,18,0,,W,27,0,0,,,,,,,54
resultIDresultID13158,raceIDraceID539,driverIDdriverID223,consIDconsID58,17,0,,F,28,0,0,,,,,,,81
resultIDresultID13159,raceIDraceID539,driverIDdriverID247,consIDconsID54,10,0,,F,29,0,0,,,,,,,81
resultIDresultID13160,raceIDraceID539,driverIDdriverID200,consIDconsID54,9,0,,F,30,0,0,,,,,,,81
resultIDresultID13161,raceIDraceID539,driverIDdriverID229,consIDconsID57,23,0,,F,31,0,0,,,,,,,97
resultIDresultID13162,raceIDraceID539,driverIDdriverID240,consIDconsID58,39,0,,F,32,0,0,,,,,,,97
resultIDresultID13163,raceIDraceID539,driverIDdriverID243,consIDconsID21,36,0,,F,33,0,0,,,,,,,97
resultIDresultID13164,raceIDraceID540,driverIDdriverID182,consIDconsID34,1,4,1,1,1,9,40,07:04.5,4024540,,,,,1
resultIDresultID13165,raceIDraceID540,driverIDdriverID187,consIDconsID34,2,7,2,2,2,6,40,1.48,4026020,,,,,1
resultIDresultID13166,raceIDraceID540,driverIDdriverID199,consIDconsID6,11,11,3,3,3,4,40,20.47,4045010,,,,,1
resultIDresultID13167,raceIDraceID540,driverIDdriverID172,consIDconsID27,26,8,4,4,4,3,40,37.53,4062070,,,,,1
resultIDresultID13168,raceIDraceID540,driverIDdriverID175,consIDconsID1,8,19,5,5,5,2,40,40.39,4064930,,,,,1
resultIDresultID13169,raceIDraceID540,driverIDdriverID207,consIDconsID32,5,1,6,6,6,1,40,46.33,4070870,,,,,1
resultIDresultID13170,raceIDraceID540,driverIDdriverID203,consIDconsID6,12,2,7,7,7,0,40,48.48,4073020,,,,,1
resultIDresultID13171,raceIDraceID540,driverIDdriverID224,consIDconsID56,14,13,8,8,8,0,40,55.24,4079780,,,,,1
resultIDresultID13172,raceIDraceID540,driverIDdriverID137,consIDconsID1,29,24,9,9,9,0,40,+1:06.83,4091370,,,,,1
resultIDresultID13173,raceIDraceID540,driverIDdriverID206,consIDconsID57,22,18,10,10,10,0,40,+1:09.11,4093650,,,,,1
resultIDresultID13174,raceIDraceID540,driverIDdriverID221,consIDconsID25,4,16,11,11,11,0,40,+1:16.57,4101110,,,,,1
resultIDresultID13175,raceIDraceID540,driverIDdriverID222,consIDconsID59,20,9,12,12,12,0,39,,,,,,,11
resultIDresultID13176,raceIDraceID540,driverIDdriverID178,consIDconsID3,27,6,13,13,13,0,39,,,,,,,11
resultIDresultID13177,raceIDraceID540,driverIDdriverID152,consIDconsID1,33,20,14,14,14,0,39,,,,,,,11
resultIDresultID13178,raceIDraceID540,driverIDdriverID223,consIDconsID58,17,15,,N,15,0,33,,,,,,,17
resultIDresultID13179,raceIDraceID540,driverIDdriverID119,consIDconsID21,35,12,,R,16,0,28,,,,,,,5
resultIDresultID13180,raceIDraceID540,driverIDdriverID231,consIDconsID1,7,10,,R,17,0,19,,,,,,,99
resultIDresultID13181,raceIDraceID540,driverIDdriverID232,consIDconsID60,37,22,,R,18,0,14,,,,,,,5
resultIDresultID13182,raceIDraceID540,driverIDdriverID219,consIDconsID4,15,3,,R,19,0,6,,,,,,,5
resultIDresultID13183,raceIDraceID540,driverIDdriverID238,consIDconsID32,6,5,,R,20,0,0,,,,,,,3
resultIDresultID13184,raceIDraceID540,driverIDdriverID202,consIDconsID25,3,14,,R,21,0,0,,,,,,,3
resultIDresultID13185,raceIDraceID540,driverIDdriverID233,consIDconsID58,16,17,,R,22,0,0,,,,,,,3
resultIDresultID13186,raceIDraceID540,driverIDdriverID239,consIDconsID1,30,21,,R,23,0,0,,,,,,,3
resultIDresultID13187,raceIDraceID540,driverIDdriverID230,consIDconsID63,19,23,,R,24,0,0,,,,,,,3
resultIDresultID13188,raceIDraceID540,driverIDdriverID212,consIDconsID32,25,0,,F,25,0,0,,,,,,,81
resultIDresultID13189,raceIDraceID540,driverIDdriverID229,consIDconsID54,10,0,,F,26,0,0,,,,,,,81
resultIDresultID13190,raceIDraceID540,driverIDdriverID247,consIDconsID54,9,0,,F,27,0,0,,,,,,,81
resultIDresultID13191,raceIDraceID540,driverIDdriverID248,consIDconsID63,18,0,,F,28,0,0,,,,,,,81
resultIDresultID13192,raceIDraceID540,driverIDdriverID229,consIDconsID57,23,0,,F,29,0,0,,,,,,,97
resultIDresultID13193,raceIDraceID540,driverIDdriverID177,consIDconsID59,32,0,,F,30,0,0,,,,,,,97
resultIDresultID13194,raceIDraceID540,driverIDdriverID243,consIDconsID21,36,0,,F,31,0,0,,,,,,,97
resultIDresultID13195,raceIDraceID540,driverIDdriverID244,consIDconsID60,38,0,,F,32,0,0,,,,,,,97
resultIDresultID13196,raceIDraceID541,driverIDdriverID199,consIDconsID6,11,2,1,1,1,9,59,40:48.8,6048800,,,,,1
resultIDresultID13197,raceIDraceID541,driverIDdriverID178,consIDconsID3,27,3,2,2,2,6,59,19.739,6068539,,,,,1
resultIDresultID13198,raceIDraceID541,driverIDdriverID222,consIDconsID59,20,11,3,3,3,4,59,45.701,6094501,,,,,1
resultIDresultID13199,raceIDraceID541,driverIDdriverID219,consIDconsID4,15,9,4,4,4,3,59,+1:25.007,6133807,,,,,1
resultIDresultID13200,raceIDraceID541,driverIDdriverID224,consIDconsID56,14,13,5,5,5,2,59,+1:28.089,6136889,,,,,1
resultIDresultID13201,raceIDraceID541,driverIDdriverID175,consIDconsID1,8,18,6,6,6,1,59,+1:50.210,6159010,,,,,1
resultIDresultID13202,raceIDraceID541,driverIDdriverID231,consIDconsID1,7,6,7,7,7,0,58,,,,,,,11
resultIDresultID13203,raceIDraceID541,driverIDdriverID206,consIDconsID57,22,19,8,8,8,0,58,,,,,,,11
resultIDresultID13204,raceIDraceID541,driverIDdriverID163,consIDconsID65,31,21,9,9,9,0,58,,,,,,,11
resultIDresultID13205,raceIDraceID541,driverIDdriverID202,consIDconsID25,3,16,10,10,10,0,58,,,,,,,11
resultIDresultID13206,raceIDraceID541,driverIDdriverID172,consIDconsID27,26,10,11,11,11,0,58,,,,,,,11
resultIDresultID13207,raceIDraceID541,driverIDdriverID249,consIDconsID59,21,20,12,12,12,0,58,,,,,,,11
resultIDresultID13208,raceIDraceID541,driverIDdriverID239,consIDconsID57,23,24,13,13,13,0,58,,,,,,,11
resultIDresultID13209,raceIDraceID541,driverIDdriverID223,consIDconsID58,17,17,14,14,14,0,56,,,,,,,13
resultIDresultID13210,raceIDraceID541,driverIDdriverID197,consIDconsID32,55,8,15,15,15,0,55,,,,,,,60
resultIDresultID13211,raceIDraceID541,driverIDdriverID243,consIDconsID21,36,22,16,16,16,0,54,,,,,,,15
resultIDresultID13212,raceIDraceID541,driverIDdriverID232,consIDconsID60,37,26,,R,17,0,46,,,,,,,6
resultIDresultID13213,raceIDraceID541,driverIDdriverID247,consIDconsID54,9,25,,R,18,0,43,,,,,,,44
resultIDresultID13214,raceIDraceID541,driverIDdriverID182,consIDconsID34,1,5,,R,19,0,28,,,,,,,5
resultIDresultID13215,raceIDraceID541,driverIDdriverID207,consIDconsID32,5,1,,R,20,0,27,,,,,,,5
resultIDresultID13216,raceIDraceID541,driverIDdriverID187,consIDconsID34,2,7,,R,21,0,25,,,,,,,5
resultIDresultID13217,raceIDraceID541,driverIDdriverID221,consIDconsID25,4,12,,R,22,0,23,,,,,,,36
resultIDresultID13218,raceIDraceID541,driverIDdriverID203,consIDconsID6,12,4,,R,23,0,22,,,,,,,5
resultIDresultID13219,raceIDraceID541,driverIDdriverID177,consIDconsID54,10,15,,R,24,0,21,,,,,,,7
resultIDresultID13220,raceIDraceID541,driverIDdriverID233,consIDconsID58,16,14,,R,25,0,1,,,,,,,69
resultIDresultID13221,raceIDraceID541,driverIDdriverID212,consIDconsID32,25,23,,R,26,0,0,,,,,,,8
resultIDresultID13222,raceIDraceID541,driverIDdriverID213,consIDconsID63,19,0,,F,27,0,0,,,,,,,81
resultIDresultID13223,raceIDraceID542,driverIDdriverID203,consIDconsID6,12,3,1,1,1,9,70,57:49.2,7069196,,,,,1
resultIDresultID13224,raceIDraceID542,driverIDdriverID222,consIDconsID59,20,2,2,2,2,6,70,13.372,7082568,,,,,1
resultIDresultID13225,raceIDraceID542,driverIDdriverID199,consIDconsID6,11,11,3,3,3,4,70,19.408,7088604,,,,,1
resultIDresultID13226,raceIDraceID542,driverIDdriverID119,consIDconsID21,35,12,4,4,4,3,70,24.667,7093863,,,,,1
resultIDresultID13227,raceIDraceID542,driverIDdriverID221,consIDconsID25,4,13,5,5,5,2,70,28.558,7097754,,,,,1
resultIDresultID13228,raceIDraceID542,driverIDdriverID206,consIDconsID57,22,15,6,6,6,1,70,54.476,7123672,,,,,1
resultIDresultID13229,raceIDraceID542,driverIDdriverID202,consIDconsID25,3,18,7,7,7,0,70,+1:21.250,7150446,,,,,1
resultIDresultID13230,raceIDraceID542,driverIDdriverID175,consIDconsID1,8,17,8,8,8,0,70,+1:26.560,7155756,,,,,1
resultIDresultID13231,raceIDraceID542,driverIDdriverID178,consIDconsID3,27,5,9,9,9,0,70,+1:28.942,7158138,,,,,1
resultIDresultID13232,raceIDraceID542,driverIDdriverID207,consIDconsID32,5,9,10,10,10,0,69,,,,,,,11
resultIDresultID13233,raceIDraceID542,driverIDdriverID137,consIDconsID34,66,14,11,11,11,0,69,,,,,,,11
resultIDresultID13234,raceIDraceID542,driverIDdriverID219,consIDconsID4,15,22,12,12,12,0,65,,,,,,,15
resultIDresultID13235,raceIDraceID542,driverIDdriverID177,consIDconsID54,10,21,,N,13,0,58,,,,,,,55
resultIDresultID13236,raceIDraceID542,driverIDdriverID172,consIDconsID27,26,10,,R,14,0,52,,,,,,,7
resultIDresultID13237,raceIDraceID542,driverIDdriverID231,consIDconsID1,7,19,,R,15,0,51,,,,,,,20
resultIDresultID13238,raceIDraceID542,driverIDdriverID197,consIDconsID32,55,1,,R,16,0,49,,,,,,,44
resultIDresultID13239,raceIDraceID542,driverIDdriverID163,consIDconsID63,31,16,,R,17,0,37,,,,,,,5
resultIDresultID13240,raceIDraceID542,driverIDdriverID249,consIDconsID59,21,20,,R,18,0,16,,,,,,,69
resultIDresultID13241,raceIDraceID542,driverIDdriverID187,consIDconsID34,2,4,,R,19,0,8,,,,,,,3
resultIDresultID13242,raceIDraceID542,driverIDdriverID182,consIDconsID34,1,7,,R,20,0,5,,,,,,,23
resultIDresultID13243,raceIDraceID542,driverIDdriverID233,consIDconsID58,16,8,,R,21,0,1,,,,,,,3
resultIDresultID13244,raceIDraceID542,driverIDdriverID224,consIDconsID56,14,6,,R,22,0,0,,,,,,,3
resultIDresultID13245,raceIDraceID542,driverIDdriverID223,consIDconsID58,17,0,,F,23,0,0,,,,,,,81
resultIDresultID13246,raceIDraceID542,driverIDdriverID213,consIDconsID63,19,0,,F,24,0,0,,,,,,,81
resultIDresultID13247,raceIDraceID542,driverIDdriverID232,consIDconsID60,37,0,,F,25,0,0,,,,,,,81
resultIDresultID13248,raceIDraceID542,driverIDdriverID212,consIDconsID32,25,0,,F,26,0,0,,,,,,,81
resultIDresultID13249,raceIDraceID542,driverIDdriverID243,consIDconsID21,36,0,,F,27,0,0,,,,,,,97
resultIDresultID13250,raceIDraceID542,driverIDdriverID247,consIDconsID54,9,0,,F,28,0,0,,,,,,,97
resultIDresultID13251,raceIDraceID543,driverIDdriverID222,consIDconsID59,20,11,1,1,1,9,53,40:11.2,6011190,,,,,1
resultIDresultID13252,raceIDraceID543,driverIDdriverID250,consIDconsID34,8,6,2,2,2,6,53,43.24,6054430,,,,,1
resultIDresultID13253,raceIDraceID543,driverIDdriverID199,consIDconsID6,12,7,3,3,3,4,53,46.02,6057210,,,,,1
resultIDresultID13254,raceIDraceID543,driverIDdriverID224,consIDconsID56,28,16,4,4,4,3,53,55.48,6066670,,,,,1
resultIDresultID13255,raceIDraceID543,driverIDdriverID207,consIDconsID32,5,8,5,5,5,2,51,,,,,,,67
resultIDresultID13256,raceIDraceID543,driverIDdriverID223,consIDconsID57,22,12,6,6,6,1,51,,,,,,,12
resultIDresultID13257,raceIDraceID543,driverIDdriverID230,consIDconsID63,19,13,7,7,7,0,48,,,,,,,60
resultIDresultID13258,raceIDraceID543,driverIDdriverID251,consIDconsID37,10,17,,R,8,0,45,,,,,,,10
resultIDresultID13259,raceIDraceID543,driverIDdriverID252,consIDconsID58,16,9,,N,9,0,45,,,,,,,62
resultIDresultID13260,raceIDraceID543,driverIDdriverID187,consIDconsID34,7,2,,R,10,0,41,,,,,,,22
resultIDresultID13261,raceIDraceID543,driverIDdriverID237,consIDconsID37,9,20,,R,11,0,39,,,,,,,7
resultIDresultID13262,raceIDraceID543,driverIDdriverID172,consIDconsID27,26,15,,N,12,0,37,,,,,,,62
resultIDresultID13263,raceIDraceID543,driverIDdriverID221,consIDconsID25,4,3,,R,13,0,32,,,,,,,25
resultIDresultID13264,raceIDraceID543,driverIDdriverID231,consIDconsID1,1,1,,R,14,0,31,,,,,,,22
resultIDresultID13265,raceIDraceID543,driverIDdriverID200,consIDconsID1,2,5,,R,15,0,28,,,,,,,20
resultIDresultID13266,raceIDraceID543,driverIDdriverID238,consIDconsID25,3,14,,R,16,0,28,,,,,,,20
resultIDresultID13267,raceIDraceID543,driverIDdriverID253,consIDconsID56,29,19,,R,17,0,22,,,,,,,5
resultIDresultID13268,raceIDraceID543,driverIDdriverID182,consIDconsID6,11,4,,R,18,0,20,,,,,,,69
resultIDresultID13269,raceIDraceID543,driverIDdriverID246,consIDconsID63,18,18,,R,19,0,18,,,,,,,3
resultIDresultID13270,raceIDraceID543,driverIDdriverID254,consIDconsID58,17,21,,R,20,0,2,,,,,,,6
resultIDresultID13271,raceIDraceID543,driverIDdriverID255,consIDconsID32,6,10,,W,21,0,0,,,,,,,54
resultIDresultID13272,raceIDraceID544,driverIDdriverID199,consIDconsID6,12,2,1,1,1,9,40,45:07.7,6307720,,,,,1
resultIDresultID13273,raceIDraceID544,driverIDdriverID231,consIDconsID1,1,1,2,2,2,6,40,10.71,6318430,,,,,1
resultIDresultID13274,raceIDraceID544,driverIDdriverID182,consIDconsID6,11,13,3,3,3,4,40,+1:47.51,6415230,,,,,1
resultIDresultID13275,raceIDraceID544,driverIDdriverID224,consIDconsID56,28,16,4,4,4,3,39,,,,,,,11
resultIDresultID13276,raceIDraceID544,driverIDdriverID255,consIDconsID32,6,10,5,5,5,2,39,,,,,,,11
resultIDresultID13277,raceIDraceID544,driverIDdriverID254,consIDconsID58,17,18,6,6,6,1,39,,,,,,,11
resultIDresultID13278,raceIDraceID544,driverIDdriverID253,consIDconsID56,29,19,7,7,7,0,38,,,,,,,12
resultIDresultID13279,raceIDraceID544,driverIDdriverID250,consIDconsID34,8,12,,R,8,0,33,,,,,,,3
resultIDresultID13280,raceIDraceID544,driverIDdriverID252,consIDconsID58,16,5,,R,9,0,33,,,,,,,5
resultIDresultID13281,raceIDraceID544,driverIDdriverID246,consIDconsID63,18,20,,R,10,0,32,,,,,,,22
resultIDresultID13282,raceIDraceID544,driverIDdriverID187,consIDconsID34,7,7,,R,11,0,30,,,,,,,3
resultIDresultID13283,raceIDraceID544,driverIDdriverID172,consIDconsID27,26,14,,R,12,0,26,,,,,,,3
resultIDresultID13284,raceIDraceID544,driverIDdriverID221,consIDconsID25,4,6,,R,13,0,23,,,,,,,3
resultIDresultID13285,raceIDraceID544,driverIDdriverID207,consIDconsID32,5,3,,R,14,0,19,,,,,,,80
resultIDresultID13286,raceIDraceID544,driverIDdriverID237,consIDconsID37,9,21,,R,15,0,16,,,,,,,5
resultIDresultID13287,raceIDraceID544,driverIDdriverID200,consIDconsID1,2,4,,R,16,0,12,,,,,,,3
resultIDresultID13288,raceIDraceID544,driverIDdriverID238,consIDconsID25,3,8,,R,17,0,12,,,,,,,3
resultIDresultID13289,raceIDraceID544,driverIDdriverID223,consIDconsID57,22,9,,R,18,0,12,,,,,,,3
resultIDresultID13290,raceIDraceID544,driverIDdriverID230,consIDconsID63,19,11,,R,19,0,11,,,,,,,3
resultIDresultID13291,raceIDraceID544,driverIDdriverID222,consIDconsID59,20,15,,R,20,0,11,,,,,,,5
resultIDresultID13292,raceIDraceID544,driverIDdriverID251,consIDconsID37,10,17,,R,21,0,1,,,,,,,7
resultIDresultID13293,raceIDraceID544,driverIDdriverID256,consIDconsID66,14,22,,R,22,0,1,,,,,,,25
resultIDresultID13294,raceIDraceID545,driverIDdriverID182,consIDconsID6,11,3,1,1,1,9,78,42:21.6,6141600,,,,,1
resultIDresultID13295,raceIDraceID545,driverIDdriverID222,consIDconsID59,20,5,2,2,2,6,78,5.2,6146800,,,,,1
resultIDresultID13296,raceIDraceID545,driverIDdriverID221,consIDconsID25,4,4,3,3,3,4,78,5.7,6147300,,,,,1
resultIDresultID13297,raceIDraceID545,driverIDdriverID231,consIDconsID1,1,1,4,4,4,3,78,9.5,6151100,,,,,1
resultIDresultID13298,raceIDraceID545,driverIDdriverID200,consIDconsID1,2,12,5,5,5,2,78,19.9,6161500,,,,,1
resultIDresultID13299,raceIDraceID545,driverIDdriverID187,consIDconsID34,7,11,6,6,6,1,78,20.2,6161800,,,,,1
resultIDresultID13300,raceIDraceID545,driverIDdriverID230,consIDconsID63,19,14,7,7,7,0,78,23.6,6165200,,,,,1
resultIDresultID13301,raceIDraceID545,driverIDdriverID199,consIDconsID6,12,8,8,8,8,0,78,26.7,6168300,,,,,1
resultIDresultID13302,raceIDraceID545,driverIDdriverID223,consIDconsID57,22,16,9,9,9,0,78,46.2,6187800,,,,,1
resultIDresultID13303,raceIDraceID545,driverIDdriverID224,consIDconsID56,28,9,10,10,10,0,78,+1:11.7,6213300,,,,,1
resultIDresultID13304,raceIDraceID545,driverIDdriverID246,consIDconsID63,18,19,11,11,11,0,77,,,,,,,11
resultIDresultID13305,raceIDraceID545,driverIDdriverID255,consIDconsID32,6,10,12,12,12,0,77,,,,,,,11
resultIDresultID13306,raceIDraceID545,driverIDdriverID250,consIDconsID34,8,2,13,13,13,0,76,,,,,,,12
resultIDresultID13307,raceIDraceID545,driverIDdriverID239,consIDconsID37,30,23,14,14,14,0,76,,,,,,,12
resultIDresultID13308,raceIDraceID545,driverIDdriverID256,consIDconsID66,14,22,15,15,15,0,73,,,,,,,15
resultIDresultID13309,raceIDraceID545,driverIDdriverID237,consIDconsID37,9,17,,R,16,0,66,,,,,,,5
resultIDresultID13310,raceIDraceID545,driverIDdriverID233,consIDconsID37,10,18,,R,17,0,55,,,,,,,5
resultIDresultID13311,raceIDraceID545,driverIDdriverID207,consIDconsID32,5,6,,R,18,0,43,,,,,,,3
resultIDresultID13312,raceIDraceID545,driverIDdriverID257,consIDconsID37,33,21,,R,19,0,33,,,,,,,6
resultIDresultID13313,raceIDraceID545,driverIDdriverID172,consIDconsID27,26,12,,R,20,0,22,,,,,,,3
resultIDresultID13314,raceIDraceID545,driverIDdriverID252,consIDconsID58,16,15,,R,21,0,22,,,,,,,3
resultIDresultID13315,raceIDraceID545,driverIDdriverID254,consIDconsID58,17,20,,R,22,0,21,,,,,,,95
resultIDresultID13316,raceIDraceID545,driverIDdriverID238,consIDconsID25,3,7,,R,23,0,5,,,,,,,69
resultIDresultID13317,raceIDraceID546,driverIDdriverID207,consIDconsID32,5,2,1,1,1,9,80,51:35.5,6695470,,,,,1
resultIDresultID13318,raceIDraceID546,driverIDdriverID182,consIDconsID6,11,1,2,2,2,6,80,0.773,6696243,,,,,1
resultIDresultID13319,raceIDraceID546,driverIDdriverID222,consIDconsID59,20,3,3,3,3,4,80,4.857,6700327,,,,,1
resultIDresultID13320,raceIDraceID546,driverIDdriverID221,consIDconsID25,4,12,4,4,4,3,80,+1:14.487,6769957,,,,,1
resultIDresultID13321,raceIDraceID546,driverIDdriverID224,consIDconsID56,28,7,5,5,5,2,80,+1:20.908,6776378,,,,,1
resultIDresultID13322,raceIDraceID546,driverIDdriverID197,consIDconsID67,34,9,6,6,6,1,79,,,,,,,11
resultIDresultID13323,raceIDraceID546,driverIDdriverID231,consIDconsID1,1,8,7,7,7,0,79,,,,,,,11
resultIDresultID13324,raceIDraceID546,driverIDdriverID255,consIDconsID32,6,16,8,8,8,0,79,,,,,,,11
resultIDresultID13325,raceIDraceID546,driverIDdriverID172,consIDconsID27,26,5,9,9,9,0,78,,,,,,,10
resultIDresultID13326,raceIDraceID546,driverIDdriverID205,consIDconsID37,10,18,10,10,10,0,77,,,,,,,13
resultIDresultID13327,raceIDraceID546,driverIDdriverID246,consIDconsID63,18,19,11,11,11,0,77,,,,,,,13
resultIDresultID13328,raceIDraceID546,driverIDdriverID238,consIDconsID25,3,10,,R,12,0,62,,,,,,,69
resultIDresultID13329,raceIDraceID546,driverIDdriverID223,consIDconsID57,22,13,,R,13,0,57,,,,,,,6
resultIDresultID13330,raceIDraceID546,driverIDdriverID233,consIDconsID34,8,17,,R,14,0,53,,,,,,,23
resultIDresultID13331,raceIDraceID546,driverIDdriverID178,consIDconsID58,17,14,,R,15,0,40,,,,,,,6
resultIDresultID13332,raceIDraceID546,driverIDdriverID200,consIDconsID1,2,15,,R,16,0,39,,,,,,,64
