resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
resultIDresultID1,raceIDraceID18,driverIDdriverID1,consIDconsID1,22,1,1,1,1,10,58,34:50.6,5690616,39,2,01:27.5,218.3,1
resultIDresultID2,raceIDraceID18,driverIDdriverID2,consIDconsID2,3,5,2,2,2,8,58,5.478,5696094,41,3,01:27.7,217.586,1
resultIDresultID3,raceIDraceID18,driverIDdriverID3,consIDconsID3,7,7,3,3,3,6,58,8.163,5698779,41,5,01:28.1,216.719,1
resultIDresultID4,raceIDraceID18,driverIDdriverID4,consIDconsID4,5,11,4,4,4,5,58,17.181,5707797,58,7,01:28.6,215.464,1
resultIDresultID5,raceIDraceID18,driverIDdriverID5,consIDconsID1,23,3,5,5,5,4,58,18.014,5708630,43,1,01:27.4,218.385,1
resultIDresultID6,raceIDraceID18,driverIDdriverID6,consIDconsID3,8,13,6,6,6,3,57,,,50,14,01:29.6,212.974,11
resultIDresultID7,raceIDraceID18,driverIDdriverID7,consIDconsID5,14,17,7,7,7,2,55,,,22,12,01:29.5,213.224,5
resultIDresultID8,raceIDraceID18,driverIDdriverID8,consIDconsID6,1,15,8,8,8,1,53,,,20,4,01:27.9,217.18,5
resultIDresultID9,raceIDraceID18,driverIDdriverID9,consIDconsID2,4,2,,R,9,0,47,,,15,9,01:28.8,215.1,4
resultIDresultID10,raceIDraceID18,driverIDdriverID10,consIDconsID7,12,18,,R,10,0,43,,,23,13,01:29.6,213.166,3
resultIDresultID11,raceIDraceID18,driverIDdriverID11,consIDconsID8,18,19,,R,11,0,32,,,24,15,01:30.9,210.038,7
resultIDresultID12,raceIDraceID18,driverIDdriverID12,consIDconsID4,6,20,,R,12,0,30,,,20,16,01:31.4,208.907,8
resultIDresultID13,raceIDraceID18,driverIDdriverID13,consIDconsID6,2,4,,R,13,0,29,,,23,6,01:28.2,216.51,5
resultIDresultID14,raceIDraceID18,driverIDdriverID14,consIDconsID9,9,8,,R,14,0,25,,,21,11,01:29.5,213.3,4
resultIDresultID15,raceIDraceID18,driverIDdriverID15,consIDconsID7,11,6,,R,15,0,19,,,18,10,01:29.3,213.758,10
resultIDresultID16,raceIDraceID18,driverIDdriverID16,consIDconsID10,20,22,,R,16,0,8,,,8,17,01:32.0,207.461,9
resultIDresultID17,raceIDraceID18,driverIDdriverID17,consIDconsID9,10,14,,R,17,0,0,,,,,,,4
resultIDresultID18,raceIDraceID18,driverIDdriverID18,consIDconsID11,16,12,,R,18,0,0,,,,,,,4
resultIDresultID19,raceIDraceID18,driverIDdriverID19,consIDconsID8,19,21,,R,19,0,0,,,,,,,4
resultIDresultID20,raceIDraceID18,driverIDdriverID20,consIDconsID5,15,9,,R,20,0,0,,,,,,,4
resultIDresultID21,raceIDraceID18,driverIDdriverID21,consIDconsID10,21,16,,R,21,0,0,,,,,,,4
resultIDresultID22,raceIDraceID18,driverIDdriverID22,consIDconsID11,17,10,,D,22,0,58,,,44,8,01:28.7,215.141,2
resultIDresultID23,raceIDraceID19,driverIDdriverID8,consIDconsID6,1,2,1,1,1,10,56,31:18.6,5478555,37,2,01:35.4,209.158,1
resultIDresultID24,raceIDraceID19,driverIDdriverID9,consIDconsID2,4,4,2,2,2,8,56,19.57,5498125,39,6,01:35.9,208.033,1
resultIDresultID25,raceIDraceID19,driverIDdriverID5,consIDconsID1,23,8,3,3,3,6,56,38.45,5517005,19,7,01:35.9,208.031,1
resultIDresultID26,raceIDraceID19,driverIDdriverID15,consIDconsID7,11,3,4,4,4,5,56,45.832,5524387,53,8,01:36.1,207.715,1
resultIDresultID27,raceIDraceID19,driverIDdriverID1,consIDconsID1,22,9,5,5,5,4,56,46.548,5525103,53,3,01:35.5,209.033,1
resultIDresultID28,raceIDraceID19,driverIDdriverID2,consIDconsID2,3,5,6,6,6,3,56,49.833,5528388,55,1,01:35.4,209.244,1
resultIDresultID29,raceIDraceID19,driverIDdriverID17,consIDconsID9,10,6,7,7,7,2,56,+1:08.130,5546685,53,12,01:36.7,206.366,1
resultIDresultID30,raceIDraceID19,driverIDdriverID4,consIDconsID4,5,7,8,8,8,1,56,+1:10.041,5548596,40,10,01:36.3,207.24,1
resultIDresultID31,raceIDraceID19,driverIDdriverID14,consIDconsID9,9,12,9,9,9,0,56,+1:16.220,5554775,55,9,01:36.2,207.417,1
resultIDresultID32,raceIDraceID19,driverIDdriverID18,consIDconsID11,16,11,10,10,10,0,56,+1:26.214,5564769,56,4,01:35.7,208.481,1
resultIDresultID33,raceIDraceID19,driverIDdriverID12,consIDconsID4,6,13,11,11,11,0,56,+1:32.202,5570757,52,15,01:37.0,205.812,1
resultIDresultID34,raceIDraceID19,driverIDdriverID21,consIDconsID10,21,17,12,12,12,0,55,,,52,16,01:37.0,205.8,11
resultIDresultID35,raceIDraceID19,driverIDdriverID22,consIDconsID11,17,14,13,13,13,0,55,,,55,11,01:36.7,206.372,11
resultIDresultID36,raceIDraceID19,driverIDdriverID3,consIDconsID3,7,16,14,14,14,0,55,,,55,13,01:36.8,206.182,11
resultIDresultID37,raceIDraceID19,driverIDdriverID19,consIDconsID8,19,21,15,15,15,0,55,,,55,18,01:38.2,203.265,11
resultIDresultID38,raceIDraceID19,driverIDdriverID11,consIDconsID8,18,19,16,16,16,0,54,,,53,19,01:38.5,202.578,12
resultIDresultID39,raceIDraceID19,driverIDdriverID6,consIDconsID3,8,22,17,17,17,0,54,,,19,17,01:37.7,204.222,12
resultIDresultID40,raceIDraceID19,driverIDdriverID20,consIDconsID5,15,15,,R,18,0,39,,,37,14,01:36.9,205.995,5
resultIDresultID41,raceIDraceID19,driverIDdriverID13,consIDconsID6,2,1,,R,19,0,30,,,15,5,01:35.9,208.048,20
resultIDresultID42,raceIDraceID19,driverIDdriverID16,consIDconsID10,20,20,,R,20,0,5,,,3,20,01:40.3,198.891,9
resultIDresultID43,raceIDraceID19,driverIDdriverID10,consIDconsID7,12,10,,R,21,0,1,,,,,,,4
resultIDresultID44,raceIDraceID19,driverIDdriverID7,consIDconsID5,14,18,,R,22,0,0,,,,,,,20
resultIDresultID45,raceIDraceID20,driverIDdriverID13,consIDconsID6,2,2,1,1,1,10,57,31:07.0,5466970,38,3,01:33.6,208.153,1
resultIDresultID46,raceIDraceID20,driverIDdriverID8,consIDconsID6,1,4,2,2,2,8,57,3.339,5470309,35,4,01:33.7,207.911,1
resultIDresultID47,raceIDraceID20,driverIDdriverID9,consIDconsID2,4,1,3,3,3,6,57,4.998,5471968,55,5,01:33.8,207.765,1
resultIDresultID48,raceIDraceID20,driverIDdriverID2,consIDconsID2,3,6,4,4,4,5,57,8.409,5475379,48,2,01:33.6,208.231,1
resultIDresultID49,raceIDraceID20,driverIDdriverID5,consIDconsID1,23,5,5,5,5,4,57,26.789,5493759,49,1,01:33.2,209.062,1
resultIDresultID50,raceIDraceID20,driverIDdriverID15,consIDconsID7,11,7,6,6,6,3,57,41.314,5508284,45,7,01:34.2,206.819,1
resultIDresultID51,raceIDraceID20,driverIDdriverID17,consIDconsID9,10,11,7,7,7,2,57,45.473,5512443,51,8,01:34.3,206.597,1
resultIDresultID52,raceIDraceID20,driverIDdriverID3,consIDconsID3,7,8,8,8,8,1,57,55.889,5522859,57,6,01:34.1,207.109,1
resultIDresultID53,raceIDraceID20,driverIDdriverID10,consIDconsID7,12,13,9,9,9,0,57,+1:09.500,5536470,56,9,01:34.8,205.503,1
resultIDresultID54,raceIDraceID20,driverIDdriverID4,consIDconsID4,5,10,10,10,10,0,57,+1:17.181,5544151,35,13,01:35.2,204.668,1
resultIDresultID55,raceIDraceID20,driverIDdriverID22,consIDconsID11,17,12,11,11,11,0,57,+1:17.862,5544832,40,10,01:34.9,205.399,1
resultIDresultID56,raceIDraceID20,driverIDdriverID21,consIDconsID10,21,18,12,12,12,0,56,,,56,11,01:35.1,204.963,11
resultIDresultID57,raceIDraceID20,driverIDdriverID1,consIDconsID1,22,3,13,13,13,0,56,,,25,19,01:35.5,203.969,11
resultIDresultID58,raceIDraceID20,driverIDdriverID6,consIDconsID3,8,16,14,14,14,0,56,,,30,17,01:35.4,204.155,11
resultIDresultID59,raceIDraceID20,driverIDdriverID7,consIDconsID5,14,15,15,15,15,0,56,,,33,15,01:35.3,204.369,11
resultIDresultID60,raceIDraceID20,driverIDdriverID19,consIDconsID8,19,21,16,16,16,0,56,,,45,14,01:35.3,204.389,11
resultIDresultID61,raceIDraceID20,driverIDdriverID11,consIDconsID8,18,22,17,17,17,0,56,,,56,20,01:35.9,203.18,11
resultIDresultID62,raceIDraceID20,driverIDdriverID14,consIDconsID9,9,17,18,18,18,0,56,,,43,16,01:35.4,204.331,11
resultIDresultID63,raceIDraceID20,driverIDdriverID16,consIDconsID10,20,20,19,19,19,0,56,,,55,18,01:35.4,204.136,12
resultIDresultID64,raceIDraceID20,driverIDdriverID12,consIDconsID4,6,14,,R,20,0,40,,,31,12,01:35.1,204.808,6
resultIDresultID65,raceIDraceID20,driverIDdriverID18,consIDconsID11,16,9,,R,21,0,19,,,11,21,01:36.1,202.686,4
resultIDresultID66,raceIDraceID20,driverIDdriverID20,consIDconsID5,15,19,,R,22,0,0,,,,,,,5
resultIDresultID67,raceIDraceID21,driverIDdriverID8,consIDconsID6,1,1,1,1,1,10,66,38:19.1,5899051,46,1,01:21.7,205.191,1
resultIDresultID68,raceIDraceID21,driverIDdriverID13,consIDconsID6,2,3,2,2,2,8,66,3.228,5902279,45,2,01:21.8,204.863,1
resultIDresultID69,raceIDraceID21,driverIDdriverID1,consIDconsID1,22,5,3,3,3,6,66,4.187,5903238,20,3,01:22.0,204.323,1
resultIDresultID70,raceIDraceID21,driverIDdriverID9,consIDconsID2,4,4,4,4,4,5,66,5.694,5904745,20,4,01:22.1,204.102,1
resultIDresultID71,raceIDraceID21,driverIDdriverID17,consIDconsID9,10,7,5,5,5,4,66,35.938,5934989,19,8,01:22.6,202.969,1
resultIDresultID72,raceIDraceID21,driverIDdriverID18,consIDconsID11,16,13,6,6,6,3,66,53.01,5952061,66,5,01:22.4,203.489,1
resultIDresultID73,raceIDraceID21,driverIDdriverID6,consIDconsID3,8,12,7,7,7,2,66,58.244,5957295,48,15,01:23.5,200.576,1
resultIDresultID74,raceIDraceID21,driverIDdriverID15,consIDconsID7,11,8,8,8,8,1,66,59.435,5958486,45,10,01:22.8,202.494,1
resultIDresultID75,raceIDraceID21,driverIDdriverID2,consIDconsID2,3,9,9,9,9,0,66,+1:03.073,5962124,21,7,01:22.5,203.08,1
resultIDresultID76,raceIDraceID21,driverIDdriverID21,consIDconsID10,21,19,10,10,10,0,65,,,40,14,01:23.4,200.841,11
resultIDresultID77,raceIDraceID21,driverIDdriverID10,consIDconsID7,12,14,11,11,11,0,65,,,57,12,01:23.0,201.886,11
resultIDresultID78,raceIDraceID21,driverIDdriverID14,consIDconsID9,9,17,12,12,12,0,65,,,57,11,01:22.8,202.288,11
resultIDresultID79,raceIDraceID21,driverIDdriverID11,consIDconsID8,18,22,13,13,13,0,65,,,34,17,01:24.6,198.045,11
resultIDresultID80,raceIDraceID21,driverIDdriverID3,consIDconsID3,7,15,,R,14,0,41,,,20,13,01:23.3,201.13,5
resultIDresultID81,raceIDraceID21,driverIDdriverID4,consIDconsID4,5,2,,R,15,0,34,,,15,9,01:22.7,202.677,5
resultIDresultID82,raceIDraceID21,driverIDdriverID22,consIDconsID11,17,11,,R,16,0,34,,,21,16,01:23.9,199.837,4
resultIDresultID83,raceIDraceID21,driverIDdriverID5,consIDconsID1,23,6,,R,17,0,21,,,19,6,01:22.5,203.243,3
resultIDresultID84,raceIDraceID21,driverIDdriverID19,consIDconsID8,19,21,,R,18,0,8,,,6,20,01:26.9,192.922,21
resultIDresultID85,raceIDraceID21,driverIDdriverID7,consIDconsID5,14,16,,R,19,0,7,,,6,19,01:26.0,194.862,4
resultIDresultID86,raceIDraceID21,driverIDdriverID12,consIDconsID4,6,10,,R,20,0,6,,,6,18,01:25.4,196.128,4
resultIDresultID87,raceIDraceID21,driverIDdriverID16,consIDconsID10,20,20,,R,21,0,0,,,,,,,4
resultIDresultID88,raceIDraceID21,driverIDdriverID20,consIDconsID5,15,18,,R,22,0,0,,,,,,,4
resultIDresultID89,raceIDraceID22,driverIDdriverID13,consIDconsID6,2,1,1,1,1,10,58,26:49.5,5209451,16,3,01:26.7,221.734,1
resultIDresultID90,raceIDraceID22,driverIDdriverID1,consIDconsID1,22,3,2,2,2,8,58,3.779,5213230,31,2,01:26.5,222.085,1
resultIDresultID91,raceIDraceID22,driverIDdriverID8,consIDconsID6,1,4,3,3,3,6,58,4.271,5213722,20,1,01:26.5,222.144,1
resultIDresultID92,raceIDraceID22,driverIDdriverID9,consIDconsID2,4,5,4,4,4,5,58,21.945,5231396,17,4,01:26.8,221.442,1
resultIDresultID93,raceIDraceID22,driverIDdriverID2,consIDconsID2,3,9,5,5,5,4,58,38.741,5248192,20,5,01:27.2,220.328,1
resultIDresultID94,raceIDraceID22,driverIDdriverID4,consIDconsID4,5,7,6,6,6,3,58,53.724,5263175,57,6,01:27.3,220.174,1
resultIDresultID95,raceIDraceID22,driverIDdriverID17,consIDconsID9,10,6,7,7,7,2,58,+1:04.229,5273680,14,7,01:27.6,219.294,1
resultIDresultID96,raceIDraceID22,driverIDdriverID3,consIDconsID3,7,11,8,8,8,1,58,+1:11.406,5280857,55,9,01:27.8,218.882,1
resultIDresultID97,raceIDraceID22,driverIDdriverID14,consIDconsID9,9,10,9,9,9,0,58,+1:15.270,5284721,41,12,01:28.0,218.457,1
resultIDresultID98,raceIDraceID22,driverIDdriverID15,consIDconsID7,11,8,10,10,10,0,58,+1:16.344,5285795,52,11,01:27.9,218.556,1
resultIDresultID99,raceIDraceID22,driverIDdriverID18,consIDconsID11,16,13,11,11,11,0,57,,,57,13,01:28.0,218.377,11
resultIDresultID100,raceIDraceID22,driverIDdriverID5,consIDconsID1,23,2,12,12,12,0,57,,,55,8,01:27.6,219.269,11
resultIDresultID101,raceIDraceID22,driverIDdriverID10,consIDconsID7,12,15,13,13,13,0,57,,,28,16,01:28.3,217.623,11
resultIDresultID102,raceIDraceID22,driverIDdriverID22,consIDconsID11,17,12,14,14,14,0,57,,,56,14,01:28.0,218.33,11
resultIDresultID103,raceIDraceID22,driverIDdriverID12,consIDconsID4,6,17,15,15,15,0,57,,,40,10,01:27.9,218.703,11
resultIDresultID104,raceIDraceID22,driverIDdriverID16,consIDconsID10,20,19,16,16,16,0,57,,,35,18,01:28.8,216.454,11
resultIDresultID105,raceIDraceID22,driverIDdriverID20,consIDconsID5,15,14,17,17,17,0,57,,,38,15,01:28.2,217.926,11
resultIDresultID106,raceIDraceID22,driverIDdriverID7,consIDconsID5,14,18,,R,18,0,24,,,19,17,01:28.7,216.539,22
resultIDresultID107,raceIDraceID22,driverIDdriverID6,consIDconsID3,8,16,,R,19,0,1,,,,,,,4
resultIDresultID108,raceIDraceID22,driverIDdriverID21,consIDconsID10,21,20,,R,20,0,0,,,,,,,4
resultIDresultID109,raceIDraceID23,driverIDdriverID1,consIDconsID1,22,3,1,1,1,10,76,00:42.7,7242742,71,6,01:18.5,153.152,1
resultIDresultID110,raceIDraceID23,driverIDdriverID9,consIDconsID2,4,5,2,2,2,8,76,3.064,7245806,75,5,01:17.9,154.286,1
resultIDresultID111,raceIDraceID23,driverIDdriverID13,consIDconsID6,2,1,3,3,3,6,76,4.811,7247553,76,4,01:17.9,154.379,1
resultIDresultID112,raceIDraceID23,driverIDdriverID17,consIDconsID9,10,9,4,4,4,5,76,19.295,7262037,74,8,01:19.0,152.133,1
resultIDresultID113,raceIDraceID23,driverIDdriverID20,consIDconsID5,15,19,5,5,5,4,76,24.657,7267399,74,7,01:18.8,152.614,1
resultIDresultID114,raceIDraceID23,driverIDdriverID22,consIDconsID11,17,14,6,6,6,3,76,28.408,7271150,75,9,01:19.6,151.104,1
resultIDresultID115,raceIDraceID23,driverIDdriverID6,consIDconsID3,8,13,7,7,7,2,76,30.18,7272922,75,13,01:19.9,150.469,1
resultIDresultID116,raceIDraceID23,driverIDdriverID5,consIDconsID1,23,4,8,8,8,1,76,33.191,7275933,74,2,01:17.3,155.586,1
resultIDresultID117,raceIDraceID23,driverIDdriverID8,consIDconsID6,1,2,9,9,9,0,76,33.792,7276534,74,1,01:16.7,156.789,1
resultIDresultID118,raceIDraceID23,driverIDdriverID4,consIDconsID4,5,7,10,10,10,0,75,,,73,3,01:17.9,154.413,11
resultIDresultID119,raceIDraceID23,driverIDdriverID18,consIDconsID11,16,11,11,11,11,0,75,,,74,10,01:19.6,151.089,11
resultIDresultID120,raceIDraceID23,driverIDdriverID10,consIDconsID7,12,10,12,12,12,0,75,,,75,11,01:19.6,151.021,11
resultIDresultID121,raceIDraceID23,driverIDdriverID15,consIDconsID7,11,8,13,13,13,0,75,,,75,12,01:19.8,150.62,11
resultIDresultID122,raceIDraceID23,driverIDdriverID2,consIDconsID2,3,12,14,14,14,0,72,,,72,14,01:20.3,149.829,14
resultIDresultID123,raceIDraceID23,driverIDdriverID16,consIDconsID10,20,18,,R,15,0,67,,,60,16,01:22.0,146.564,4
resultIDresultID124,raceIDraceID23,driverIDdriverID3,consIDconsID3,7,6,,R,16,0,59,,,58,15,01:21.3,147.951,3
resultIDresultID125,raceIDraceID23,driverIDdriverID12,consIDconsID4,6,17,,R,17,0,47,,,40,17,01:31.2,131.86,3
resultIDresultID126,raceIDraceID23,driverIDdriverID21,consIDconsID10,21,20,,R,18,0,36,,,33,18,01:32.8,129.5,6
resultIDresultID127,raceIDraceID23,driverIDdriverID14,consIDconsID9,9,15,,R,19,0,7,,,7,20,01:42.1,117.753,3
resultIDresultID128,raceIDraceID23,driverIDdriverID7,consIDconsID5,14,16,,R,20,0,7,,,7,19,01:41.2,118.872,4
resultIDresultID129,raceIDraceID24,driverIDdriverID9,consIDconsID2,4,2,1,1,1,10,70,36:24.2,5784227,47,4,01:17.5,202.473,1
resultIDresultID130,raceIDraceID24,driverIDdriverID2,consIDconsID2,3,8,2,2,2,8,70,16.495,5800722,25,2,01:17.4,202.758,1
resultIDresultID131,raceIDraceID24,driverIDdriverID14,consIDconsID9,9,13,3,3,3,6,70,23.352,5807579,36,7,01:18.1,201.057,1
resultIDresultID132,raceIDraceID24,driverIDdriverID10,consIDconsID7,12,11,4,4,4,5,70,42.627,5826854,31,17,01:19.1,198.51,1
resultIDresultID133,raceIDraceID24,driverIDdriverID13,consIDconsID6,2,6,5,5,5,4,70,43.934,5828161,11,6,01:18.0,201.261,1
resultIDresultID134,raceIDraceID24,driverIDdriverID15,consIDconsID7,11,14,6,6,6,3,70,47.775,5832002,38,15,01:18.9,199.056,1
resultIDresultID135,raceIDraceID24,driverIDdriverID22,consIDconsID11,17,9,7,7,7,2,70,53.597,5837824,35,10,01:18.3,200.503,1
resultIDresultID136,raceIDraceID24,driverIDdriverID20,consIDconsID5,15,19,8,8,8,1,70,54.12,5838347,33,12,01:18.5,199.913,1
resultIDresultID137,raceIDraceID24,driverIDdriverID5,consIDconsID1,23,7,9,9,9,0,70,54.433,5838660,62,11,01:18.5,200.091,1
resultIDresultID138,raceIDraceID24,driverIDdriverID3,consIDconsID3,7,5,10,10,10,0,70,54.749,5838976,14,5,01:18.0,201.336,1
resultIDresultID139,raceIDraceID24,driverIDdriverID18,consIDconsID11,16,20,11,11,11,0,70,+1:07.540,5851767,58,19,01:19.4,197.847,1
resultIDresultID140,raceIDraceID24,driverIDdriverID17,consIDconsID9,10,10,12,12,12,0,70,+1:11.299,5855526,51,8,01:18.2,200.759,1
resultIDresultID141,raceIDraceID24,driverIDdriverID7,consIDconsID5,14,18,13,13,13,0,69,,,34,13,01:18.6,199.689,11
resultIDresultID142,raceIDraceID24,driverIDdriverID21,consIDconsID10,21,17,,R,14,0,51,,,41,16,01:19.1,198.563,20
resultIDresultID143,raceIDraceID24,driverIDdriverID6,consIDconsID3,8,12,,R,15,0,46,,,30,14,01:18.8,199.273,3
resultIDresultID144,raceIDraceID24,driverIDdriverID4,consIDconsID4,5,4,,R,16,0,44,,,16,9,01:18.2,200.697,20
resultIDresultID145,raceIDraceID24,driverIDdriverID12,consIDconsID4,6,15,,R,17,0,43,,,16,18,01:19.2,198.129,23
resultIDresultID146,raceIDraceID24,driverIDdriverID8,consIDconsID6,1,3,,R,18,0,19,,,14,1,01:17.4,202.871,4
resultIDresultID147,raceIDraceID24,driverIDdriverID1,consIDconsID1,22,1,,R,19,0,19,,,4,3,01:17.5,202.559,4
resultIDresultID148,raceIDraceID24,driverIDdriverID16,consIDconsID10,20,16,,R,20,0,13,,,7,20,01:20.7,194.624,6
resultIDresultID149,raceIDraceID25,driverIDdriverID13,consIDconsID6,2,2,1,1,1,10,70,31:50.2,5510245,20,2,01:16.7,206.956,1
resultIDresultID150,raceIDraceID25,driverIDdriverID8,consIDconsID6,1,1,2,2,2,8,70,17.984,5528229,16,1,01:16.6,207.224,1
resultIDresultID151,raceIDraceID25,driverIDdriverID15,consIDconsID7,11,4,3,3,3,6,70,28.25,5538495,12,7,01:17.6,204.721,1
resultIDresultID152,raceIDraceID25,driverIDdriverID5,consIDconsID1,23,10,4,4,4,5,70,28.929,5539174,46,3,01:17.1,205.87,1
resultIDresultID153,raceIDraceID25,driverIDdriverID9,consIDconsID2,4,5,5,5,5,4,70,30.512,5540757,16,4,01:17.2,205.768,1
resultIDresultID154,raceIDraceID25,driverIDdriverID17,consIDconsID9,10,6,6,6,6,3,70,40.304,5550549,22,6,01:17.5,204.879,1
resultIDresultID155,raceIDraceID25,driverIDdriverID12,consIDconsID4,6,9,7,7,7,2,70,41.033,5551278,24,10,01:17.8,204.218,1
resultIDresultID156,raceIDraceID25,driverIDdriverID4,consIDconsID4,5,3,8,8,8,1,70,43.372,5553617,39,8,01:17.6,204.525,1
resultIDresultID157,raceIDraceID25,driverIDdriverID14,consIDconsID9,9,7,9,9,9,0,70,51.021,5561266,23,12,01:17.8,204.06,1
resultIDresultID158,raceIDraceID25,driverIDdriverID1,consIDconsID1,22,13,10,10,10,0,70,54.538,5564783,40,5,01:17.5,205.022,1
resultIDresultID159,raceIDraceID25,driverIDdriverID10,consIDconsID7,12,8,11,11,11,0,70,57.7,5567945,45,13,01:17.8,204.013,1
resultIDresultID160,raceIDraceID25,driverIDdriverID20,consIDconsID5,15,12,12,12,12,0,70,58.065,5568310,36,11,01:17.8,204.212,1
resultIDresultID161,raceIDraceID25,driverIDdriverID2,consIDconsID2,3,11,13,13,13,0,70,+1:02.079,5572324,46,9,01:17.7,204.328,1
resultIDresultID162,raceIDraceID25,driverIDdriverID22,consIDconsID11,17,20,14,14,14,0,69,,,54,14,01:18.0,203.665,11
resultIDresultID163,raceIDraceID25,driverIDdriverID6,consIDconsID3,8,15,15,15,15,0,69,,,60,15,01:18.1,203.443,11
resultIDresultID164,raceIDraceID25,driverIDdriverID3,consIDconsID3,7,19,16,16,16,0,69,,,38,17,01:18.3,202.776,11
resultIDresultID165,raceIDraceID25,driverIDdriverID7,consIDconsID5,14,14,17,17,17,0,69,,,28,16,01:18.2,203.022,11
resultIDresultID166,raceIDraceID25,driverIDdriverID21,consIDconsID10,21,17,18,18,18,0,69,,,53,19,01:18.6,202.141,11
resultIDresultID167,raceIDraceID25,driverIDdriverID16,consIDconsID10,20,18,19,19,19,0,69,,,41,18,01:18.5,202.385,11
resultIDresultID168,raceIDraceID25,driverIDdriverID18,consIDconsID11,16,16,,R,20,0,16,,,15,20,01:20.9,196.345,4
resultIDresultID169,raceIDraceID26,driverIDdriverID1,consIDconsID1,22,4,1,1,1,10,60,39:09.4,5949440,16,3,01:32.8,199.398,1
resultIDresultID170,raceIDraceID26,driverIDdriverID2,consIDconsID2,3,5,2,2,2,8,60,+1:08.577,6018017,21,2,01:32.7,199.609,1
resultIDresultID171,raceIDraceID26,driverIDdriverID22,consIDconsID11,17,16,3,3,3,6,60,+1:22.273,6031713,21,11,01:33.4,198.183,1
resultIDresultID172,raceIDraceID26,driverIDdriverID8,consIDconsID6,1,3,4,4,4,5,59,,,18,1,01:32.1,200.842,11
resultIDresultID173,raceIDraceID26,driverIDdriverID5,consIDconsID1,23,1,5,5,5,4,59,,,17,5,01:33.1,198.728,11
resultIDresultID174,raceIDraceID26,driverIDdriverID4,consIDconsID4,5,6,6,6,6,3,59,,,17,6,01:33.1,198.722,11
resultIDresultID175,raceIDraceID26,driverIDdriverID15,consIDconsID7,11,14,7,7,7,2,59,,,22,13,01:33.8,197.292,11
resultIDresultID176,raceIDraceID26,driverIDdriverID6,consIDconsID3,8,15,8,8,8,1,59,,,21,14,01:34.3,196.31,11
resultIDresultID177,raceIDraceID26,driverIDdriverID3,consIDconsID3,7,20,9,9,9,0,59,,,21,16,01:34.8,195.234,11
resultIDresultID178,raceIDraceID26,driverIDdriverID17,consIDconsID9,10,2,10,10,10,0,59,,,17,4,01:33.0,199.109,11
resultIDresultID179,raceIDraceID26,driverIDdriverID7,consIDconsID5,14,13,11,11,11,0,59,,,21,9,01:33.4,198.224,11
resultIDresultID180,raceIDraceID26,driverIDdriverID10,consIDconsID7,12,12,12,12,12,0,59,,,19,15,01:34.6,195.619,11
resultIDresultID181,raceIDraceID26,driverIDdriverID13,consIDconsID6,2,9,13,13,13,0,58,,,19,8,01:33.3,198.458,12
resultIDresultID182,raceIDraceID26,driverIDdriverID9,consIDconsID2,4,10,,R,14,0,39,,,22,12,01:33.5,197.859,20
resultIDresultID183,raceIDraceID26,driverIDdriverID18,consIDconsID11,16,17,,R,15,0,38,,,21,10,01:33.4,198.205,20
resultIDresultID184,raceIDraceID26,driverIDdriverID12,consIDconsID4,6,7,,R,16,0,35,,,21,7,01:33.2,198.573,20
resultIDresultID185,raceIDraceID26,driverIDdriverID21,consIDconsID10,21,19,,R,17,0,16,,,21,17,01:34.9,194.96,20
resultIDresultID186,raceIDraceID26,driverIDdriverID16,consIDconsID10,20,18,,R,18,0,10,,,5,18,01:38.2,188.545,20
resultIDresultID187,raceIDraceID26,driverIDdriverID20,consIDconsID5,15,8,,R,19,0,0,,,,,,,4
resultIDresultID188,raceIDraceID26,driverIDdriverID14,consIDconsID9,9,11,,R,20,0,0,,,,,,,4
resultIDresultID189,raceIDraceID27,driverIDdriverID1,consIDconsID1,22,1,1,1,1,10,67,31:20.9,5480874,17,2,01:16.0,216.552,1
resultIDresultID190,raceIDraceID27,driverIDdriverID12,consIDconsID4,6,17,2,2,2,8,67,5.586,5486460,66,9,01:16.9,214.099,1
resultIDresultID191,raceIDraceID27,driverIDdriverID13,consIDconsID6,2,2,3,3,3,6,67,9.339,5490213,19,5,01:16.5,215.241,1
resultIDresultID192,raceIDraceID27,driverIDdriverID2,consIDconsID2,3,12,4,4,4,5,67,9.825,5490699,52,1,01:16.0,216.7,1
resultIDresultID193,raceIDraceID27,driverIDdriverID5,consIDconsID1,23,3,5,5,5,4,67,12.411,5493285,63,4,01:16.5,215.261,1
resultIDresultID194,raceIDraceID27,driverIDdriverID8,consIDconsID6,1,6,6,6,6,3,67,14.403,5495277,66,3,01:16.3,215.692,1
resultIDresultID195,raceIDraceID27,driverIDdriverID9,consIDconsID2,4,7,7,7,7,2,67,22.682,5503556,17,6,01:16.6,214.937,1
resultIDresultID196,raceIDraceID27,driverIDdriverID20,consIDconsID5,15,9,8,8,8,1,67,33.299,5514173,20,8,01:16.8,214.484,1
resultIDresultID197,raceIDraceID27,driverIDdriverID15,consIDconsID7,11,4,9,9,9,0,67,37.158,5518032,17,12,01:17.0,213.785,1
resultIDresultID198,raceIDraceID27,driverIDdriverID3,consIDconsID3,7,13,10,10,10,0,67,37.625,5518499,34,15,01:17.4,212.799,1
