driverStandingsId,raceId,driverId,points,position,positionText,wins
driverStandID1,raceID18,driverID1,10,1,1,1
driverStandID2,raceID18,driverID2,8,2,2,0
driverStandID3,raceID18,driverID3,6,3,3,0
driverStandID4,raceID18,driverID4,5,4,4,0
driverStandID5,raceID18,driverID5,4,5,5,0
driverStandID6,raceID18,driverID6,3,6,6,0
driverStandID7,raceID18,driverID7,2,7,7,0
driverStandID8,raceID18,driverID8,1,8,8,0
driverStandID9,raceID19,driverID1,14,1,1,1
driverStandID10,raceID19,driverID2,11,3,3,0
driverStandID11,raceID19,driverID3,6,6,6,0
driverStandID12,raceID19,driverID4,6,7,7,0
driverStandID13,raceID19,driverID5,10,4,4,0
driverStandID14,raceID19,driverID6,3,9,9,0
driverStandID15,raceID19,driverID7,2,10,10,0
driverStandID16,raceID19,driverID8,11,2,2,1
driverStandID17,raceID19,driverID9,8,5,5,0
driverStandID18,raceID19,driverID15,5,8,8,0
driverStandID19,raceID19,driverID17,2,11,11,0
driverStandID20,raceID19,driverID14,0,12,12,0
driverStandID21,raceID19,driverID18,0,13,13,0
driverStandID22,raceID19,driverID12,0,14,14,0
driverStandID23,raceID19,driverID21,0,15,15,0
driverStandID24,raceID19,driverID22,0,16,16,0
driverStandID25,raceID19,driverID19,0,17,17,0
driverStandID26,raceID19,driverID11,0,18,18,0
driverStandID27,raceID20,driverID1,14,3,3,1
driverStandID28,raceID20,driverID2,16,2,2,0
driverStandID29,raceID20,driverID3,7,8,8,0
driverStandID30,raceID20,driverID4,6,9,9,0
driverStandID31,raceID20,driverID5,14,5,5,0
driverStandID32,raceID20,driverID6,3,11,11,0
driverStandID33,raceID20,driverID7,2,12,12,0
driverStandID34,raceID20,driverID8,19,1,1,1
driverStandID35,raceID20,driverID9,14,4,4,0
driverStandID36,raceID20,driverID15,8,7,7,0
driverStandID37,raceID20,driverID17,4,10,10,0
driverStandID38,raceID20,driverID14,0,13,13,0
driverStandID39,raceID20,driverID18,0,15,15,0
driverStandID40,raceID20,driverID12,0,17,17,0
driverStandID41,raceID20,driverID21,0,18,18,0
driverStandID42,raceID20,driverID22,0,16,16,0
driverStandID43,raceID20,driverID19,0,19,19,0
driverStandID44,raceID20,driverID11,0,20,20,0
driverStandID45,raceID20,driverID13,10,6,6,1
driverStandID46,raceID20,driverID10,0,14,14,0
driverStandID47,raceID20,driverID16,0,21,21,0
driverStandID48,raceID21,driverID1,20,2,2,1
driverStandID49,raceID21,driverID2,16,5,5,0
driverStandID50,raceID21,driverID3,7,9,9,0
driverStandID51,raceID21,driverID4,6,10,10,0
driverStandID52,raceID21,driverID5,14,6,6,0
driverStandID53,raceID21,driverID6,5,11,11,0
driverStandID54,raceID21,driverID7,2,13,13,0
driverStandID55,raceID21,driverID8,29,1,1,2
driverStandID56,raceID21,driverID9,19,3,3,0
driverStandID57,raceID21,driverID15,9,7,7,0
driverStandID58,raceID21,driverID17,8,8,8,0
driverStandID59,raceID21,driverID14,0,15,15,0
driverStandID60,raceID21,driverID18,3,12,12,0
driverStandID61,raceID21,driverID12,0,18,18,0
driverStandID62,raceID21,driverID21,0,16,16,0
driverStandID63,raceID21,driverID22,0,17,17,0
driverStandID64,raceID21,driverID19,0,20,20,0
driverStandID65,raceID21,driverID11,0,19,19,0
driverStandID66,raceID21,driverID13,18,4,4,1
driverStandID67,raceID21,driverID10,0,14,14,0
driverStandID68,raceID21,driverID16,0,21,21,0
driverStandID69,raceID22,driverID1,28,3,3,1
driverStandID70,raceID22,driverID2,20,5,5,0
driverStandID71,raceID22,driverID3,8,10,10,0
driverStandID72,raceID22,driverID4,9,8,8,0
driverStandID73,raceID22,driverID5,14,6,6,0
driverStandID74,raceID22,driverID6,5,11,11,0
driverStandID75,raceID22,driverID7,2,13,13,0
driverStandID76,raceID22,driverID8,35,1,1,2
driverStandID77,raceID22,driverID9,24,4,4,0
driverStandID78,raceID22,driverID15,9,9,9,0
driverStandID79,raceID22,driverID17,10,7,7,0
driverStandID80,raceID22,driverID14,0,14,14,0
driverStandID81,raceID22,driverID18,3,12,12,0
driverStandID82,raceID22,driverID12,0,18,18,0
driverStandID83,raceID22,driverID21,0,16,16,0
driverStandID84,raceID22,driverID22,0,17,17,0
driverStandID85,raceID22,driverID19,0,20,20,0
driverStandID86,raceID22,driverID11,0,19,19,0
driverStandID87,raceID22,driverID13,28,2,2,2
driverStandID88,raceID22,driverID10,0,15,15,0
driverStandID89,raceID22,driverID16,0,21,21,0
driverStandID90,raceID22,driverID20,0,22,22,0
driverStandID91,raceID23,driverID1,38,1,1,2
driverStandID92,raceID23,driverID2,20,5,5,0
driverStandID93,raceID23,driverID3,8,10,10,0
driverStandID94,raceID23,driverID4,9,8,8,0
driverStandID95,raceID23,driverID5,15,6,6,0
driverStandID96,raceID23,driverID6,7,11,11,0
driverStandID97,raceID23,driverID7,2,15,15,0
driverStandID98,raceID23,driverID8,35,2,2,2
driverStandID99,raceID23,driverID9,32,4,4,0
driverStandID100,raceID23,driverID15,9,9,9,0
driverStandID101,raceID23,driverID17,15,7,7,0
driverStandID102,raceID23,driverID14,0,16,16,0
driverStandID103,raceID23,driverID18,3,13,13,0
driverStandID104,raceID23,driverID12,0,19,19,0
driverStandID105,raceID23,driverID21,0,18,18,0
driverStandID106,raceID23,driverID22,3,14,14,0
driverStandID107,raceID23,driverID19,0,21,21,0
driverStandID108,raceID23,driverID11,0,20,20,0
driverStandID109,raceID23,driverID13,34,3,3,2
driverStandID110,raceID23,driverID10,0,17,17,0
driverStandID111,raceID23,driverID16,0,22,22,0
driverStandID112,raceID23,driverID20,4,12,12,0
driverStandID113,raceID24,driverID1,38,2,2,2
driverStandID114,raceID24,driverID2,28,5,5,0
driverStandID115,raceID24,driverID3,8,10,10,0
driverStandID116,raceID24,driverID4,9,9,9,0
driverStandID117,raceID24,driverID5,15,6,6,0
driverStandID118,raceID24,driverID6,7,11,11,0
driverStandID119,raceID24,driverID7,2,17,17,0
driverStandID120,raceID24,driverID8,35,4,4,2
driverStandID121,raceID24,driverID9,42,1,1,1
driverStandID122,raceID24,driverID15,12,8,8,0
driverStandID123,raceID24,driverID17,15,7,7,0
driverStandID124,raceID24,driverID14,6,12,12,0
driverStandID125,raceID24,driverID18,3,16,16,0
driverStandID126,raceID24,driverID12,0,19,19,0
driverStandID127,raceID24,driverID21,0,18,18,0
driverStandID128,raceID24,driverID22,5,15,15,0
driverStandID129,raceID24,driverID19,0,21,21,0
driverStandID130,raceID24,driverID11,0,20,20,0
driverStandID131,raceID24,driverID13,38,3,3,2
driverStandID132,raceID24,driverID10,5,13,13,0
driverStandID133,raceID24,driverID16,0,22,22,0
driverStandID134,raceID24,driverID20,5,14,14,0
driverStandID135,raceID25,driverID1,38,4,4,2
driverStandID136,raceID25,driverID2,28,5,5,0
driverStandID137,raceID25,driverID3,8,10,10,0
driverStandID138,raceID25,driverID4,10,9,9,0
driverStandID139,raceID25,driverID5,20,6,6,0
driverStandID140,raceID25,driverID6,7,11,11,0
driverStandID141,raceID25,driverID7,2,18,18,0
driverStandID142,raceID25,driverID8,43,3,3,2
driverStandID143,raceID25,driverID9,46,2,2,1
driverStandID144,raceID25,driverID15,18,7,7,0
driverStandID145,raceID25,driverID17,18,8,8,0
driverStandID146,raceID25,driverID14,6,12,12,0
driverStandID147,raceID25,driverID18,3,16,16,0
driverStandID148,raceID25,driverID12,2,17,17,0
driverStandID149,raceID25,driverID21,0,19,19,0
driverStandID150,raceID25,driverID22,5,15,15,0
driverStandID151,raceID25,driverID19,0,21,21,0
driverStandID152,raceID25,driverID11,0,20,20,0
driverStandID153,raceID25,driverID13,48,1,1,3
driverStandID154,raceID25,driverID10,5,13,13,0
driverStandID155,raceID25,driverID16,0,22,22,0
driverStandID156,raceID25,driverID20,5,14,14,0
driverStandID157,raceID26,driverID1,48,1,1,3
driverStandID158,raceID26,driverID2,36,5,5,0
driverStandID159,raceID26,driverID3,8,11,11,0
driverStandID160,raceID26,driverID4,13,9,9,0
driverStandID161,raceID26,driverID5,24,6,6,0
driverStandID162,raceID26,driverID6,8,12,12,0
driverStandID163,raceID26,driverID7,2,17,17,0
driverStandID164,raceID26,driverID8,48,3,3,2
driverStandID165,raceID26,driverID9,46,4,4,1
driverStandID166,raceID26,driverID15,20,7,7,0
driverStandID167,raceID26,driverID17,18,8,8,0
driverStandID168,raceID26,driverID14,6,13,13,0
driverStandID169,raceID26,driverID18,3,16,16,0
driverStandID170,raceID26,driverID12,2,18,18,0
driverStandID171,raceID26,driverID21,0,19,19,0
driverStandID172,raceID26,driverID22,11,10,10,0
driverStandID173,raceID26,driverID19,0,21,21,0
driverStandID174,raceID26,driverID11,0,20,20,0
driverStandID175,raceID26,driverID13,48,2,2,3
driverStandID176,raceID26,driverID10,5,14,14,0
driverStandID177,raceID26,driverID16,0,22,22,0
driverStandID178,raceID26,driverID20,5,15,15,0
driverStandID179,raceID27,driverID1,58,1,1,4
driverStandID180,raceID27,driverID2,41,5,5,0
driverStandID181,raceID27,driverID3,8,12,12,0
driverStandID182,raceID27,driverID4,13,9,9,0
driverStandID183,raceID27,driverID5,28,6,6,0
driverStandID184,raceID27,driverID6,8,13,13,0
driverStandID185,raceID27,driverID7,2,18,18,0
driverStandID186,raceID27,driverID8,51,3,3,2
driverStandID187,raceID27,driverID9,48,4,4,1
driverStandID188,raceID27,driverID15,20,7,7,0
driverStandID189,raceID27,driverID17,18,8,8,0
driverStandID190,raceID27,driverID14,6,14,14,0
driverStandID191,raceID27,driverID18,3,17,17,0
driverStandID192,raceID27,driverID12,10,11,11,0
driverStandID193,raceID27,driverID21,0,19,19,0
driverStandID194,raceID27,driverID22,11,10,10,0
driverStandID195,raceID27,driverID19,0,22,22,0
driverStandID196,raceID27,driverID11,0,20,20,0
driverStandID197,raceID27,driverID13,54,2,2,3
driverStandID198,raceID27,driverID10,5,16,16,0
driverStandID199,raceID27,driverID16,0,21,21,0
driverStandID200,raceID27,driverID20,6,15,15,0
driverStandID201,raceID28,driverID1,62,1,1,4
driverStandID202,raceID28,driverID2,41,5,5,0
driverStandID203,raceID28,driverID3,8,13,13,0
driverStandID204,raceID28,driverID4,18,8,8,0
driverStandID205,raceID28,driverID5,38,6,6,1
driverStandID206,raceID28,driverID6,8,14,14,0
driverStandID207,raceID28,driverID7,2,18,18,0
driverStandID208,raceID28,driverID8,57,2,2,2
driverStandID209,raceID28,driverID9,49,4,4,1
driverStandID210,raceID28,driverID15,22,7,7,0
driverStandID211,raceID28,driverID17,18,9,9,0
driverStandID212,raceID28,driverID14,6,15,15,0
driverStandID213,raceID28,driverID18,3,17,17,0
driverStandID214,raceID28,driverID12,13,11,11,0
driverStandID215,raceID28,driverID21,0,19,19,0
driverStandID216,raceID28,driverID22,11,12,12,0
driverStandID217,raceID28,driverID19,0,22,22,0
driverStandID218,raceID28,driverID11,0,20,20,0
driverStandID219,raceID28,driverID13,54,3,3,3
driverStandID220,raceID28,driverID10,13,10,10,0
driverStandID221,raceID28,driverID16,0,21,21,0
driverStandID222,raceID28,driverID20,6,16,16,0
driverStandID223,raceID29,driverID1,70,1,1,4
driverStandID224,raceID29,driverID2,41,6,6,0
driverStandID225,raceID29,driverID3,9,13,13,0
driverStandID226,raceID29,driverID4,18,8,8,0
driverStandID227,raceID29,driverID5,43,5,5,1
driverStandID228,raceID29,driverID6,8,15,15,0
driverStandID229,raceID29,driverID7,2,18,18,0
driverStandID230,raceID29,driverID8,57,3,3,2
driverStandID231,raceID29,driverID9,55,4,4,1
driverStandID232,raceID29,driverID15,26,7,7,0
driverStandID233,raceID29,driverID17,18,9,9,0
driverStandID234,raceID29,driverID14,6,16,16,0
driverStandID235,raceID29,driverID18,3,17,17,0
driverStandID236,raceID29,driverID12,13,11,11,0
driverStandID237,raceID29,driverID21,0,19,19,0
driverStandID238,raceID29,driverID22,11,12,12,0
driverStandID239,raceID29,driverID19,0,22,22,0
driverStandID240,raceID29,driverID11,0,20,20,0
driverStandID241,raceID29,driverID13,64,2,2,4
driverStandID242,raceID29,driverID10,15,10,10,0
driverStandID243,raceID29,driverID16,0,21,21,0
driverStandID244,raceID29,driverID20,9,14,14,0
driverStandID245,raceID30,driverID1,76,1,1,4
driverStandID246,raceID30,driverID2,49,5,5,0
driverStandID247,raceID30,driverID3,9,14,14,0
driverStandID248,raceID30,driverID4,23,8,8,0
driverStandID249,raceID30,driverID5,43,6,6,1
driverStandID250,raceID30,driverID6,8,15,15,0
driverStandID251,raceID30,driverID7,4,17,17,0
driverStandID252,raceID30,driverID8,57,4,4,2
driverStandID253,raceID30,driverID9,58,3,3,1
driverStandID254,raceID30,driverID15,26,7,7,0
driverStandID255,raceID30,driverID17,19,9,9,0
driverStandID256,raceID30,driverID14,6,16,16,0
driverStandID257,raceID30,driverID18,3,18,18,0
driverStandID258,raceID30,driverID12,13,11,11,0
driverStandID259,raceID30,driverID21,0,19,19,0
driverStandID260,raceID30,driverID22,11,13,13,0
driverStandID261,raceID30,driverID19,0,22,22,0
driverStandID262,raceID30,driverID11,0,21,21,0
driverStandID263,raceID30,driverID13,74,2,2,5
driverStandID264,raceID30,driverID10,15,10,10,0
driverStandID265,raceID30,driverID16,0,20,20,0
driverStandID266,raceID30,driverID20,13,12,12,0
driverStandID267,raceID31,driverID1,78,1,1,4
driverStandID268,raceID31,driverID2,53,5,5,0
driverStandID269,raceID31,driverID3,9,14,14,0
driverStandID270,raceID31,driverID4,28,7,7,0
driverStandID271,raceID31,driverID5,51,6,6,1
driverStandID272,raceID31,driverID6,8,15,15,0
driverStandID273,raceID31,driverID7,4,17,17,0
driverStandID274,raceID31,driverID8,57,4,4,2
driverStandID275,raceID31,driverID9,64,3,3,1
driverStandID276,raceID31,driverID15,26,8,8,0
driverStandID277,raceID31,driverID17,20,10,10,0
driverStandID278,raceID31,driverID14,6,16,16,0
driverStandID279,raceID31,driverID18,3,18,18,0
driverStandID280,raceID31,driverID12,13,12,12,0
driverStandID281,raceID31,driverID21,0,19,19,0
driverStandID282,raceID31,driverID22,11,13,13,0
driverStandID283,raceID31,driverID19,0,22,22,0
driverStandID284,raceID31,driverID11,0,21,21,0
driverStandID285,raceID31,driverID13,77,2,2,5
driverStandID286,raceID31,driverID10,15,11,11,0
driverStandID287,raceID31,driverID16,0,20,20,0
driverStandID288,raceID31,driverID20,23,9,9,1
driverStandID289,raceID32,driverID1,84,1,1,4
driverStandID290,raceID32,driverID2,56,5,5,0
driverStandID291,raceID32,driverID3,17,12,12,0
driverStandID292,raceID32,driverID4,38,7,7,1
driverStandID293,raceID32,driverID5,51,6,6,1
driverStandID294,raceID32,driverID6,9,15,15,0
driverStandID295,raceID32,driverID7,4,17,17,0
driverStandID296,raceID32,driverID8,57,4,4,2
driverStandID297,raceID32,driverID9,64,3,3,1
driverStandID298,raceID32,driverID15,26,9,9,0
driverStandID299,raceID32,driverID17,20,11,11,0
driverStandID300,raceID32,driverID14,8,16,16,0
driverStandID301,raceID32,driverID18,3,18,18,0
driverStandID302,raceID32,driverID12,13,13,13,0
driverStandID303,raceID32,driverID21,0,19,19,0
driverStandID304,raceID32,driverID22,11,14,14,0
driverStandID305,raceID32,driverID19,0,22,22,0
driverStandID306,raceID32,driverID11,0,21,21,0
driverStandID307,raceID32,driverID13,77,2,2,5
driverStandID308,raceID32,driverID10,20,10,10,0
driverStandID309,raceID32,driverID16,0,20,20,0
driverStandID310,raceID32,driverID20,27,8,8,1
driverStandID311,raceID33,driverID1,84,1,1,4
driverStandID312,raceID33,driverID2,56,5,5,0
driverStandID313,raceID33,driverID3,17,13,13,0
driverStandID314,raceID33,driverID4,48,7,7,2
driverStandID315,raceID33,driverID5,51,6,6,1
driverStandID316,raceID33,driverID6,9,15,15,0
driverStandID317,raceID33,driverID7,4,17,17,0
driverStandID318,raceID33,driverID8,63,4,4,2
driverStandID319,raceID33,driverID9,72,3,3,1
driverStandID320,raceID33,driverID15,30,9,9,0
driverStandID321,raceID33,driverID17,21,10,10,0
driverStandID322,raceID33,driverID14,8,16,16,0
driverStandID323,raceID33,driverID18,3,18,18,0
driverStandID324,raceID33,driverID12,18,12,12,0
driverStandID325,raceID33,driverID21,0,19,19,0
driverStandID326,raceID33,driverID22,11,14,14,0
driverStandID327,raceID33,driverID19,0,22,22,0
driverStandID328,raceID33,driverID11,0,21,21,0
driverStandID329,raceID33,driverID13,79,2,2,5
driverStandID330,raceID33,driverID10,20,11,11,0
driverStandID331,raceID33,driverID16,0,20,20,0
driverStandID332,raceID33,driverID20,30,8,8,1
driverStandID3459,raceID34,driverID20,30,8,8,1
driverStandID3458,raceID34,driverID16,0,20,20,0
driverStandID3457,raceID34,driverID10,22,10,10,0
driverStandID3456,raceID34,driverID13,87,2,2,5
driverStandID3455,raceID34,driverID11,0,21,21,0
driverStandID3454,raceID34,driverID19,0,22,22,0
driverStandID3453,raceID34,driverID22,11,14,14,0
driverStandID3452,raceID34,driverID21,0,19,19,0
driverStandID3451,raceID34,driverID12,19,12,12,0
driverStandID3450,raceID34,driverID18,3,18,18,0
driverStandID3449,raceID34,driverID14,8,16,16,0
driverStandID3448,raceID34,driverID17,21,11,11,0
driverStandID3447,raceID34,driverID15,30,9,9,0
driverStandID3446,raceID34,driverID9,75,3,3,1
driverStandID3445,raceID34,driverID8,69,4,4,2
driverStandID3444,raceID34,driverID7,4,17,17,0
driverStandID3443,raceID34,driverID6,9,15,15,0
driverStandID3442,raceID34,driverID5,51,7,7,1
driverStandID3441,raceID34,driverID4,53,6,6,2
driverStandID3440,raceID34,driverID3,17,13,13,0
driverStandID3439,raceID34,driverID2,60,5,5,0
driverStandID3438,raceID34,driverID1,94,1,1,5
driverStandID355,raceID35,driverID1,98,1,1,5
driverStandID356,raceID35,driverID2,60,6,6,0
driverStandID357,raceID35,driverID3,17,13,13,0
driverStandID358,raceID35,driverID4,61,5,5,2
driverStandID359,raceID35,driverID5,53,7,7,1
driverStandID360,raceID35,driverID6,9,15,15,0
driverStandID361,raceID35,driverID7,4,17,17,0
driverStandID362,raceID35,driverID8,75,3,3,2
driverStandID363,raceID35,driverID9,75,4,4,1
driverStandID364,raceID35,driverID15,31,9,9,0
driverStandID365,raceID35,driverID17,21,11,11,0
driverStandID366,raceID35,driverID14,8,16,16,0
driverStandID367,raceID35,driverID18,3,18,18,0
driverStandID368,raceID35,driverID12,19,12,12,0
driverStandID369,raceID35,driverID21,0,19,19,0
driverStandID370,raceID35,driverID22,11,14,14,0
driverStandID371,raceID35,driverID19,0,22,22,0
driverStandID372,raceID35,driverID11,0,21,21,0
driverStandID373,raceID35,driverID13,97,2,2,6
driverStandID374,raceID35,driverID10,25,10,10,0
driverStandID375,raceID35,driverID16,0,20,20,0
driverStandID376,raceID35,driverID20,35,8,8,1
driverStandID13629,raceID36,driverID16,0,17,17,0
driverStandID13628,raceID36,driverID19,0,16,16,0
driverStandID13627,raceID36,driverID18,0,15,15,0
driverStandID13626,raceID36,driverID24,0,14,14,0
driverStandID13625,raceID36,driverID17,0,13,13,0
driverStandID13624,raceID36,driverID11,0,12,12,0
driverStandID13623,raceID36,driverID22,0,11,11,0
driverStandID13622,raceID36,driverID5,0,10,10,0
driverStandID13621,raceID36,driverID15,0,9,9,0
driverStandID13620,raceID36,driverID23,1,8,8,0
driverStandID13619,raceID36,driverID3,2,7,7,0
driverStandID13618,raceID36,driverID13,3,6,6,0
driverStandID13617,raceID36,driverID21,4,5,5,0
driverStandID13649,raceID37,driverID9,0,20,20,0
driverStandID13648,raceID37,driverID26,0,17,17,0
driverStandID13647,raceID37,driverID25,0,11,11,0
driverStandID13646,raceID37,driverID16,0,19,19,0
driverStandID13645,raceID37,driverID19,0,18,18,0
driverStandID13644,raceID37,driverID18,0,15,15,0
driverStandID13643,raceID37,driverID24,0,16,16,0
driverStandID13642,raceID37,driverID17,0,12,12,0
driverStandID13641,raceID37,driverID11,0,14,14,0
driverStandID13640,raceID37,driverID22,0,13,13,0
driverStandID13639,raceID37,driverID5,1,9,9,0
driverStandID13638,raceID37,driverID15,2,7,7,0
driverStandID13637,raceID37,driverID23,1,10,10,0
driverStandID13635,raceID37,driverID13,7,6,6,0
driverStandID13670,raceID38,driverID27,0,18,18,0
driverStandID13669,raceID38,driverID9,3,8,8,0
driverStandID13668,raceID38,driverID26,0,19,19,0
driverStandID13667,raceID38,driverID25,0,12,12,0
driverStandID13666,raceID38,driverID16,0,20,20,0
driverStandID13665,raceID38,driverID19,0,21,21,0
driverStandID13664,raceID38,driverID18,0,16,16,0
driverStandID13663,raceID38,driverID24,0,17,17,0
driverStandID13662,raceID38,driverID17,0,13,13,0
driverStandID13661,raceID38,driverID11,0,15,15,0
driverStandID13660,raceID38,driverID22,0,14,14,0
driverStandID13659,raceID38,driverID5,1,10,10,0
driverStandID13658,raceID38,driverID15,4,7,7,0
driverStandID13657,raceID38,driverID23,1,11,11,0
driverStandID13656,raceID38,driverID3,2,9,9,0
driverStandID13655,raceID38,driverID13,17,4,4,1
driverStandID13654,raceID38,driverID21,8,6,6,0
driverStandID13653,raceID38,driverID2,15,5,5,0
driverStandID13652,raceID38,driverID1,22,3,3,0
driverStandID13651,raceID38,driverID4,22,1,1,1
driverStandID13650,raceID38,driverID8,22,2,2,1
driverStandID13692,raceID39,driverID14,4,9,9,0
driverStandID13691,raceID39,driverID27,0,20,20,0
driverStandID13690,raceID39,driverID9,8,6,6,0
driverStandID13689,raceID39,driverID26,0,22,22,0
driverStandID13688,raceID39,driverID25,0,14,14,0
driverStandID13687,raceID39,driverID16,0,19,19,0
driverStandID13686,raceID39,driverID19,0,17,17,0
driverStandID13685,raceID39,driverID18,0,18,18,0
driverStandID13684,raceID39,driverID24,0,21,21,0
driverStandID13683,raceID39,driverID17,0,16,16,0
driverStandID13682,raceID39,driverID11,1,12,12,0
driverStandID13681,raceID39,driverID22,0,15,15,0
driverStandID13680,raceID39,driverID5,3,11,11,0
driverStandID13679,raceID39,driverID15,4,10,10,0
driverStandID13678,raceID39,driverID23,1,13,13,0
driverStandID13677,raceID39,driverID3,5,8,8,0
driverStandID13675,raceID39,driverID21,8,7,7,0
driverStandID13714,raceID40,driverID14,4,9,9,0
driverStandID13713,raceID40,driverID27,0,21,21,0
driverStandID13712,raceID40,driverID9,12,7,7,0
driverStandID13711,raceID40,driverID26,0,15,15,0
driverStandID13710,raceID40,driverID25,2,12,12,0
driverStandID13709,raceID40,driverID16,0,20,20,0
driverStandID13708,raceID40,driverID19,0,19,19,0
driverStandID13707,raceID40,driverID18,0,18,18,0
driverStandID13706,raceID40,driverID24,0,22,22,0
driverStandID13705,raceID40,driverID17,0,17,17,0
driverStandID13704,raceID40,driverID11,1,13,13,0
driverStandID13703,raceID40,driverID22,0,16,16,0
driverStandID13702,raceID40,driverID5,3,11,11,0
driverStandID13701,raceID40,driverID15,4,10,10,0
driverStandID13700,raceID40,driverID23,1,14,14,0
driverStandID13699,raceID40,driverID3,5,8,8,0
driverStandID13697,raceID40,driverID21,13,6,6,0
driverStandID13736,raceID41,driverID14,4,11,11,0
driverStandID13735,raceID41,driverID27,0,21,21,0
driverStandID13734,raceID41,driverID9,12,7,7,0
driverStandID13733,raceID41,driverID26,0,16,16,0
driverStandID13732,raceID41,driverID25,8,8,8,0
driverStandID13731,raceID41,driverID16,0,20,20,0
driverStandID13730,raceID41,driverID19,0,18,18,0
driverStandID13729,raceID41,driverID18,0,19,19,0
driverStandID13728,raceID41,driverID24,0,22,22,0
driverStandID13726,raceID41,driverID11,4,12,12,0
driverStandID13724,raceID41,driverID5,8,9,9,0
driverStandID13722,raceID41,driverID23,2,14,14,0
driverStandID13721,raceID41,driverID3,5,10,10,0
driverStandID13720,raceID41,driverID13,33,3,3,2
driverStandID13718,raceID41,driverID2,26,5,5,0
driverStandID13716,raceID41,driverID4,40,2,2,2
driverStandID13759,raceID42,driverID20,1,16,16,0
driverStandID13758,raceID42,driverID14,4,12,12,0
driverStandID13757,raceID42,driverID27,0,22,22,0
driverStandID13756,raceID42,driverID9,12,7,7,0
driverStandID13755,raceID42,driverID26,0,17,17,0
driverStandID13754,raceID42,driverID25,8,9,9,0
driverStandID13753,raceID42,driverID16,0,21,21,0
driverStandID13752,raceID42,driverID19,0,19,19,0
driverStandID13751,raceID42,driverID18,0,20,20,0
driverStandID13750,raceID42,driverID24,0,23,23,0
driverStandID13748,raceID42,driverID11,4,13,13,0
driverStandID13746,raceID42,driverID5,12,8,8,0
driverStandID13744,raceID42,driverID23,2,15,15,0
driverStandID13743,raceID42,driverID3,5,11,11,0
driverStandID13742,raceID42,driverID13,39,3,3,2
driverStandID13740,raceID42,driverID2,26,5,5,0
driverStandID13738,raceID42,driverID4,48,2,2,2
driverStandID13782,raceID43,driverID20,1,17,17,0
driverStandID13781,raceID43,driverID14,4,12,12,0
driverStandID13780,raceID43,driverID27,0,22,22,0
driverStandID13779,raceID43,driverID9,17,6,6,0
driverStandID13778,raceID43,driverID26,0,18,18,0
driverStandID13777,raceID43,driverID25,8,9,9,0
driverStandID13776,raceID43,driverID16,0,21,21,0
driverStandID13775,raceID43,driverID19,0,20,20,0
driverStandID13774,raceID43,driverID18,1,16,16,0
driverStandID13773,raceID43,driverID24,0,23,23,0
driverStandID13772,raceID43,driverID17,2,14,14,0
driverStandID13771,raceID43,driverID11,4,13,13,0
driverStandID13769,raceID43,driverID5,12,8,8,0
driverStandID13767,raceID43,driverID23,2,15,15,0
driverStandID13766,raceID43,driverID3,5,11,11,0
driverStandID13765,raceID43,driverID13,47,3,3,2
driverStandID13763,raceID43,driverID2,30,5,5,0
driverStandID13761,raceID43,driverID4,50,2,2,2
driverStandID13805,raceID44,driverID20,1,17,17,0
driverStandID13804,raceID44,driverID14,4,12,12,0
driverStandID13803,raceID44,driverID27,0,22,22,0
driverStandID13802,raceID44,driverID9,22,6,6,0
driverStandID13801,raceID44,driverID26,0,19,19,0
driverStandID13800,raceID44,driverID25,8,9,9,0
driverStandID13799,raceID44,driverID16,0,21,21,0
driverStandID13798,raceID44,driverID19,0,20,20,0
driverStandID13797,raceID44,driverID18,1,16,16,0
driverStandID13796,raceID44,driverID24,0,23,23,0
driverStandID13795,raceID44,driverID17,2,14,14,0
driverStandID13794,raceID44,driverID11,4,13,13,0
driverStandID13792,raceID44,driverID5,14,8,8,0
driverStandID13790,raceID44,driverID23,2,15,15,0
driverStandID13789,raceID44,driverID3,5,11,11,0
driverStandID13787,raceID44,driverID21,17,7,7,0
driverStandID13784,raceID44,driverID4,58,2,2,2
driverStandID13828,raceID45,driverID20,1,17,17,0
driverStandID13827,raceID45,driverID14,8,11,11,0
driverStandID13826,raceID45,driverID27,0,22,22,0
driverStandID13825,raceID45,driverID9,24,6,6,0
driverStandID13824,raceID45,driverID26,0,19,19,0
driverStandID13823,raceID45,driverID25,13,9,9,0
driverStandID13822,raceID45,driverID16,0,21,21,0
driverStandID13821,raceID45,driverID19,0,20,20,0
driverStandID13820,raceID45,driverID18,1,16,16,0
driverStandID13819,raceID45,driverID24,0,23,23,0
driverStandID13818,raceID45,driverID17,8,10,10,0
driverStandID13817,raceID45,driverID11,4,14,14,0
driverStandID13816,raceID45,driverID22,0,18,18,0
driverStandID13815,raceID45,driverID5,15,8,8,0
driverStandID13814,raceID45,driverID15,7,12,12,0
driverStandID13813,raceID45,driverID23,2,15,15,0
driverStandID13811,raceID45,driverID13,59,3,3,2
driverStandID13809,raceID45,driverID2,36,5,5,0
driverStandID13832,raceID46,driverID2,42,5,5,0
driverStandID13851,raceID46,driverID20,1,17,17,0
driverStandID13850,raceID46,driverID14,8,11,11,0
driverStandID13849,raceID46,driverID27,0,22,22,0
driverStandID13848,raceID46,driverID9,28,6,6,0
driverStandID13847,raceID46,driverID26,0,19,19,0
driverStandID13846,raceID46,driverID25,13,9,9,0
