driverStandingsId,raceId,driverId,points,position,positionText,wins
driverStandID65898,raceID896,driverID154,102,7,7,0
driverStandID65899,raceID896,driverID815,33,12,12,0
driverStandID65900,raceID896,driverID818,13,15,15,0
driverStandID65901,raceID896,driverID821,6,16,16,0
driverStandID65902,raceID896,driverID822,0,18,18,0
driverStandID65903,raceID896,driverID824,0,19,19,0
driverStandID65904,raceID896,driverID819,0,20,20,0
driverStandID65905,raceID896,driverID820,0,22,22,0
driverStandID65906,raceID896,driverID823,0,21,21,0
driverStandID65907,raceID896,driverID817,19,14,14,0
driverStandID65908,raceID896,driverID3,144,6,6,2
driverStandID65909,raceID896,driverID813,1,17,17,0
driverStandID65910,raceID896,driverID807,39,11,11,0
driverStandID65911,raceID897,driverID8,183,3,3,1
driverStandID65912,raceID897,driverID4,217,2,2,2
driverStandID65913,raceID897,driverID20,347,1,1,11
driverStandID65914,raceID897,driverID13,106,8,8,0
driverStandID65915,raceID897,driverID1,175,4,4,1
driverStandID65916,raceID897,driverID17,166,5,5,0
driverStandID65917,raceID897,driverID16,29,13,13,0
driverStandID65918,raceID897,driverID814,48,10,10,0
driverStandID65919,raceID897,driverID18,60,9,9,0
driverStandID65920,raceID897,driverID154,114,7,7,0
driverStandID65921,raceID897,driverID815,35,12,12,0
driverStandID65922,raceID897,driverID818,13,15,15,0
driverStandID65923,raceID897,driverID821,6,16,16,0
driverStandID65924,raceID897,driverID822,0,18,18,0
driverStandID65925,raceID897,driverID824,0,19,19,0
driverStandID65926,raceID897,driverID819,0,20,20,0
driverStandID65927,raceID897,driverID820,0,22,22,0
driverStandID65928,raceID897,driverID823,0,21,21,0
driverStandID65929,raceID897,driverID817,19,14,14,0
driverStandID65930,raceID897,driverID3,159,6,6,2
driverStandID65931,raceID897,driverID813,1,17,17,0
driverStandID65932,raceID897,driverID807,39,11,11,0
driverStandID65933,raceID898,driverID8,183,4,4,1
driverStandID65934,raceID898,driverID4,227,2,2,2
driverStandID65935,raceID898,driverID20,372,1,1,12
driverStandID65936,raceID898,driverID13,106,8,8,0
driverStandID65937,raceID898,driverID1,187,3,3,1
driverStandID65938,raceID898,driverID17,181,5,5,0
driverStandID65939,raceID898,driverID16,29,13,13,0
driverStandID65940,raceID898,driverID814,48,10,10,0
driverStandID65941,raceID898,driverID18,61,9,9,0
driverStandID65942,raceID898,driverID154,132,7,7,0
driverStandID65943,raceID898,driverID815,41,12,12,0
driverStandID65944,raceID898,driverID818,13,15,15,0
driverStandID65945,raceID898,driverID821,6,16,16,0
driverStandID65946,raceID898,driverID822,4,17,17,0
driverStandID65947,raceID898,driverID824,0,19,19,0
driverStandID65948,raceID898,driverID819,0,20,20,0
driverStandID65949,raceID898,driverID820,0,22,22,0
driverStandID65950,raceID898,driverID823,0,21,21,0
driverStandID65951,raceID898,driverID817,19,14,14,0
driverStandID65952,raceID898,driverID3,161,6,6,2
driverStandID65953,raceID898,driverID813,1,18,18,0
driverStandID65954,raceID898,driverID807,47,11,11,0
driverStandID65955,raceID898,driverID5,0,23,23,0
driverStandID65956,raceID899,driverID8,183,5,5,1
driverStandID65957,raceID899,driverID4,242,2,2,2
driverStandID65958,raceID899,driverID20,397,1,1,13
driverStandID65959,raceID899,driverID13,112,8,8,0
driverStandID65960,raceID899,driverID1,189,4,4,1
driverStandID65961,raceID899,driverID17,199,3,3,0
driverStandID65962,raceID899,driverID16,29,13,13,0
driverStandID65963,raceID899,driverID814,48,12,12,0
driverStandID65964,raceID899,driverID18,73,9,9,0
driverStandID65965,raceID899,driverID154,132,7,7,0
driverStandID65966,raceID899,driverID815,49,11,11,0
driverStandID65967,raceID899,driverID818,13,15,15,0
driverStandID65968,raceID899,driverID821,6,16,16,0
driverStandID65969,raceID899,driverID822,4,17,17,0
driverStandID65970,raceID899,driverID824,0,19,19,0
driverStandID65971,raceID899,driverID819,0,20,20,0
driverStandID65972,raceID899,driverID820,0,23,23,0
driverStandID65973,raceID899,driverID823,0,21,21,0
driverStandID65974,raceID899,driverID817,20,14,14,0
driverStandID65975,raceID899,driverID3,171,6,6,2
driverStandID65976,raceID899,driverID813,1,18,18,0
driverStandID65977,raceID899,driverID807,51,10,10,0
driverStandID65978,raceID899,driverID5,0,22,22,0
driverStandID66016,raceID272,driverID112,0,43,43,0
driverStandID66017,raceID272,driverID114,0,35,35,0
driverStandID66018,raceID272,driverID113,0,36,36,0
driverStandID66019,raceID272,driverID93,0,37,37,0
driverStandID66020,raceID272,driverID115,0,44,44,0
driverStandID66021,raceID272,driverID63,0,32,32,0
driverStandID66022,raceID272,driverID116,0,33,33,0
driverStandID66023,raceID272,driverID89,0,45,45,0
driverStandID66024,raceID272,driverID98,0,41,41,0
driverStandID66037,raceID257,driverID102,0,13,13,0
driverStandID66038,raceID257,driverID84,0,14,14,0
driverStandID66039,raceID257,driverID56,0,15,15,0
driverStandID66040,raceID257,driverID50,0,16,16,0
driverStandID66041,raceID257,driverID103,0,17,17,0
driverStandID66042,raceID257,driverID87,0,18,18,0
driverStandID66043,raceID257,driverID104,0,19,19,0
driverStandID66044,raceID257,driverID49,0,20,20,0
driverStandID66045,raceID257,driverID57,0,21,21,0
driverStandID66046,raceID257,driverID105,0,22,22,0
driverStandID66047,raceID257,driverID81,0,23,23,0
driverStandID66048,raceID257,driverID77,0,24,24,0
driverStandID66049,raceID257,driverID106,0,25,25,0
driverStandID66050,raceID257,driverID92,0,26,26,0
driverStandID66051,raceID257,driverID107,0,27,27,0
driverStandID66052,raceID257,driverID108,0,28,28,0
driverStandID66070,raceID258,driverID87,0,24,24,0
driverStandID66071,raceID258,driverID104,3,6,6,0
driverStandID66072,raceID258,driverID49,2,7,7,0
driverStandID66073,raceID258,driverID57,0,26,26,0
driverStandID66074,raceID258,driverID105,0,21,21,0
driverStandID66075,raceID258,driverID81,0,18,18,0
driverStandID66076,raceID258,driverID77,6,4,4,0
driverStandID66077,raceID258,driverID106,0,27,27,0
driverStandID66078,raceID258,driverID92,0,29,29,0
driverStandID66079,raceID258,driverID107,0,16,16,0
driverStandID66080,raceID258,driverID108,0,30,30,0
driverStandID66081,raceID258,driverID88,0,25,25,0
driverStandID66082,raceID258,driverID78,0,28,28,0
driverStandID66104,raceID259,driverID105,0,24,24,0
driverStandID66105,raceID259,driverID81,0,22,22,0
driverStandID66106,raceID259,driverID77,6,4,4,0
driverStandID66107,raceID259,driverID106,0,30,30,0
driverStandID66108,raceID259,driverID92,0,28,28,0
driverStandID66109,raceID259,driverID107,0,20,20,0
driverStandID66110,raceID259,driverID108,0,32,32,0
driverStandID66111,raceID259,driverID88,0,29,29,0
driverStandID66112,raceID259,driverID78,6,5,5,0
driverStandID66113,raceID259,driverID110,0,25,25,0
driverStandID66114,raceID259,driverID109,0,31,31,0
driverStandID66140,raceID260,driverID92,0,29,29,0
driverStandID66141,raceID260,driverID107,0,24,24,0
driverStandID66142,raceID260,driverID108,0,28,28,0
driverStandID66143,raceID260,driverID88,0,32,32,0
driverStandID66144,raceID260,driverID78,6,6,6,0
driverStandID66145,raceID260,driverID110,3,12,12,0
driverStandID66146,raceID260,driverID109,0,17,17,0
driverStandID66174,raceID261,driverID108,0,30,30,0
driverStandID66175,raceID261,driverID88,0,34,34,0
driverStandID66176,raceID261,driverID78,6,7,7,0
driverStandID66177,raceID261,driverID110,3,13,13,0
driverStandID66178,raceID261,driverID109,0,21,21,0
driverStandID66179,raceID261,driverID70,0,25,25,0
driverStandID66180,raceID261,driverID14,0,33,33,0
driverStandID66181,raceID261,driverID85,0,35,35,0
driverStandID66210,raceID262,driverID88,0,34,34,0
driverStandID66211,raceID262,driverID78,6,7,7,0
driverStandID66212,raceID262,driverID110,3,13,13,0
driverStandID66213,raceID262,driverID109,1,17,17,0
driverStandID66214,raceID262,driverID70,0,26,26,0
driverStandID66215,raceID262,driverID14,2,16,16,0
driverStandID66216,raceID262,driverID85,0,35,35,0
driverStandID66246,raceID263,driverID78,6,7,7,0
driverStandID66247,raceID263,driverID110,4,12,12,0
driverStandID66248,raceID263,driverID109,1,17,17,0
driverStandID66249,raceID263,driverID70,0,26,26,0
driverStandID66250,raceID263,driverID14,2,16,16,0
driverStandID66251,raceID263,driverID85,0,37,37,0
driverStandID66252,raceID263,driverID111,0,27,27,0
driverStandID66253,raceID263,driverID95,0,34,34,0
driverStandID66284,raceID264,driverID110,4,13,13,0
driverStandID66285,raceID264,driverID109,1,17,17,0
driverStandID66286,raceID264,driverID70,0,27,27,0
driverStandID66287,raceID264,driverID14,4,15,15,0
driverStandID66288,raceID264,driverID85,0,37,37,0
driverStandID66289,raceID264,driverID111,0,28,28,0
driverStandID66290,raceID264,driverID95,0,35,35,0
driverStandID66322,raceID265,driverID109,1,21,21,0
driverStandID66323,raceID265,driverID70,0,28,28,0
driverStandID66324,raceID265,driverID14,4,18,18,0
driverStandID66325,raceID265,driverID85,0,37,37,0
driverStandID66326,raceID265,driverID111,0,29,29,0
driverStandID66327,raceID265,driverID95,0,35,35,0
driverStandID66359,raceID266,driverID109,1,23,23,0
driverStandID66360,raceID266,driverID70,0,28,28,0
driverStandID66361,raceID266,driverID14,4,19,19,0
driverStandID66362,raceID266,driverID85,0,38,38,0
driverStandID66363,raceID266,driverID111,0,29,29,0
driverStandID66364,raceID266,driverID95,0,35,35,0
driverStandID66365,raceID266,driverID112,0,37,37,0
driverStandID66397,raceID267,driverID109,1,23,23,0
driverStandID66398,raceID267,driverID70,0,29,29,0
driverStandID66399,raceID267,driverID14,7,11,11,0
driverStandID66400,raceID267,driverID85,0,38,38,0
driverStandID66401,raceID267,driverID111,0,28,28,0
driverStandID66402,raceID267,driverID95,0,35,35,0
driverStandID66403,raceID267,driverID112,0,37,37,0
driverStandID66435,raceID268,driverID109,1,23,23,0
driverStandID66436,raceID268,driverID70,0,29,29,0
driverStandID66437,raceID268,driverID14,8,10,10,0
driverStandID66438,raceID268,driverID85,0,39,39,0
driverStandID66439,raceID268,driverID111,0,28,28,0
driverStandID66440,raceID268,driverID95,0,35,35,0
driverStandID66441,raceID268,driverID112,0,38,38,0
driverStandID66442,raceID268,driverID114,0,37,37,0
driverStandID66476,raceID269,driverID14,14,7,7,0
driverStandID66477,raceID269,driverID85,0,40,40,0
driverStandID66478,raceID269,driverID111,0,28,28,0
driverStandID66479,raceID269,driverID95,0,37,37,0
driverStandID66480,raceID269,driverID112,0,39,39,0
driverStandID66481,raceID269,driverID114,0,32,32,0
driverStandID66482,raceID269,driverID113,0,33,33,0
driverStandID66517,raceID270,driverID85,0,42,42,0
driverStandID66518,raceID270,driverID111,0,28,28,0
driverStandID66519,raceID270,driverID95,0,38,38,0
driverStandID66520,raceID270,driverID112,0,40,40,0
driverStandID66521,raceID270,driverID114,0,32,32,0
driverStandID66522,raceID270,driverID113,0,33,33,0
driverStandID66523,raceID270,driverID93,0,34,34,0
driverStandID66524,raceID270,driverID115,0,41,41,0
driverStandID66561,raceID271,driverID95,3,21,21,0
driverStandID66562,raceID271,driverID112,0,42,42,0
driverStandID66563,raceID271,driverID114,0,34,34,0
driverStandID66564,raceID271,driverID113,0,35,35,0
driverStandID66565,raceID271,driverID93,0,36,36,0
driverStandID66566,raceID271,driverID115,0,44,44,0
driverStandID66567,raceID271,driverID63,0,32,32,0
driverStandID66568,raceID271,driverID116,0,40,40,0
driverStandID66569,raceID271,driverID89,0,43,43,0
driverStandID66632,raceID900,driverID13,0,20,20,0
driverStandID66630,raceID900,driverID20,0,18,18,0
driverStandID66628,raceID900,driverID813,0,16,16,0
driverStandID66626,raceID900,driverID824,0,14,14,0
driverStandID66624,raceID900,driverID821,0,12,12,0
driverStandID66614,raceID900,driverID825,18,2,2,0
driverStandID66615,raceID900,driverID18,15,3,3,0
driverStandID66616,raceID900,driverID4,12,4,4,0
driverStandID66617,raceID900,driverID822,10,5,5,0
driverStandID66618,raceID900,driverID807,8,6,6,0
driverStandID66619,raceID900,driverID8,6,7,7,0
driverStandID66633,raceID900,driverID155,0,21,21,0
driverStandID66631,raceID900,driverID1,0,19,19,0
driverStandID66629,raceID900,driverID828,0,17,17,0
driverStandID66627,raceID900,driverID154,0,15,15,0
driverStandID66625,raceID900,driverID820,0,13,13,0
driverStandID66623,raceID900,driverID16,0,11,11,0
driverStandID66622,raceID900,driverID815,1,10,10,0
driverStandID66621,raceID900,driverID826,2,9,9,0
driverStandID66620,raceID900,driverID818,4,8,8,0
driverStandID66613,raceID900,driverID3,25,1,1,1
driverStandID66634,raceID900,driverID817,0,22,22,0
driverStandID66635,raceID901,driverID3,43,1,1,1
driverStandID66636,raceID901,driverID825,20,5,5,0
driverStandID66637,raceID901,driverID18,23,4,4,0
driverStandID66638,raceID901,driverID4,24,3,3,0
driverStandID66639,raceID901,driverID822,14,8,8,0
driverStandID66640,raceID901,driverID807,18,6,6,0
driverStandID66641,raceID901,driverID8,6,9,9,0
driverStandID66642,raceID901,driverID818,4,11,11,0
driverStandID66643,raceID901,driverID826,3,12,12,0
driverStandID66644,raceID901,driverID815,1,13,13,0
driverStandID66645,raceID901,driverID16,0,15,15,0
driverStandID66646,raceID901,driverID821,0,16,16,0
driverStandID66647,raceID901,driverID820,0,17,17,0
driverStandID66648,raceID901,driverID824,0,20,20,0
driverStandID66649,raceID901,driverID154,0,14,14,0
driverStandID66650,raceID901,driverID813,0,21,21,0
driverStandID66651,raceID901,driverID828,0,19,19,0
driverStandID66652,raceID901,driverID20,15,7,7,0
driverStandID66653,raceID901,driverID1,25,2,2,1
driverStandID66654,raceID901,driverID13,6,10,10,0
driverStandID66655,raceID901,driverID155,0,18,18,0
driverStandID66656,raceID901,driverID817,0,22,22,0
driverStandID66657,raceID902,driverID3,61,1,1,1
driverStandID66658,raceID902,driverID825,20,7,7,0
driverStandID66659,raceID902,driverID18,23,5,5,0
driverStandID66660,raceID902,driverID4,26,4,4,0
driverStandID66661,raceID902,driverID822,18,8,8,0
driverStandID66662,raceID902,driverID807,28,3,3,0
driverStandID66663,raceID902,driverID8,7,12,12,0
driverStandID66664,raceID902,driverID818,4,13,13,0
driverStandID66665,raceID902,driverID826,3,14,14,0
driverStandID66666,raceID902,driverID815,16,9,9,0
driverStandID66667,raceID902,driverID16,0,16,16,0
driverStandID66668,raceID902,driverID821,0,17,17,0
driverStandID66669,raceID902,driverID820,0,18,18,0
driverStandID66670,raceID902,driverID824,0,22,22,0
driverStandID66671,raceID902,driverID154,0,15,15,0
driverStandID66672,raceID902,driverID813,0,20,20,0
driverStandID66673,raceID902,driverID828,0,21,21,0
driverStandID66674,raceID902,driverID20,23,6,6,0
driverStandID66675,raceID902,driverID1,50,2,2,2
driverStandID66676,raceID902,driverID13,12,11,11,0
driverStandID66677,raceID902,driverID155,0,19,19,0
driverStandID66678,raceID902,driverID817,12,10,10,0
driverStandID66679,raceID903,driverID3,79,1,1,1
driverStandID66680,raceID903,driverID825,20,9,9,0
driverStandID66681,raceID903,driverID18,23,8,8,0
driverStandID66682,raceID903,driverID4,41,3,3,0
driverStandID66683,raceID903,driverID822,24,7,7,0
driverStandID66684,raceID903,driverID807,36,4,4,0
driverStandID66685,raceID903,driverID8,11,12,12,0
driverStandID66686,raceID903,driverID818,4,13,13,0
driverStandID66687,raceID903,driverID826,4,14,14,0
driverStandID66688,raceID903,driverID815,18,10,10,0
driverStandID66689,raceID903,driverID16,0,16,16,0
driverStandID66690,raceID903,driverID821,0,17,17,0
driverStandID66691,raceID903,driverID820,0,18,18,0
driverStandID66692,raceID903,driverID824,0,22,22,0
driverStandID66693,raceID903,driverID154,0,15,15,0
driverStandID66694,raceID903,driverID813,0,20,20,0
driverStandID66695,raceID903,driverID828,0,21,21,0
driverStandID66696,raceID903,driverID20,33,5,5,0
driverStandID66697,raceID903,driverID1,75,2,2,3
driverStandID66698,raceID903,driverID13,12,11,11,0
driverStandID66699,raceID903,driverID155,0,19,19,0
driverStandID66700,raceID903,driverID817,24,6,6,0
driverStandID66701,raceID904,driverID3,97,2,2,1
driverStandID66702,raceID904,driverID825,20,9,9,0
driverStandID66703,raceID904,driverID18,23,8,8,0
driverStandID66704,raceID904,driverID4,49,3,3,0
driverStandID66705,raceID904,driverID822,34,7,7,0
driverStandID66706,raceID904,driverID807,37,6,6,0
driverStandID66707,raceID904,driverID8,17,11,11,0
driverStandID66708,raceID904,driverID818,4,14,14,0
driverStandID66709,raceID904,driverID826,4,15,15,0
driverStandID66710,raceID904,driverID815,20,10,10,0
driverStandID66711,raceID904,driverID16,0,16,16,0
driverStandID66712,raceID904,driverID821,0,17,17,0
driverStandID66713,raceID904,driverID820,0,18,18,0
driverStandID66714,raceID904,driverID824,0,22,22,0
driverStandID66715,raceID904,driverID154,4,13,13,0
driverStandID66716,raceID904,driverID813,0,20,20,0
driverStandID66717,raceID904,driverID828,0,21,21,0
driverStandID66718,raceID904,driverID20,45,4,4,0
driverStandID66719,raceID904,driverID1,100,1,1,4
driverStandID66720,raceID904,driverID13,12,12,12,0
driverStandID66721,raceID904,driverID155,0,19,19,0
driverStandID66722,raceID904,driverID817,39,5,5,0
driverStandID66723,raceID905,driverID3,122,1,1,2
driverStandID66724,raceID905,driverID825,21,9,9,0
driverStandID66725,raceID905,driverID18,31,8,8,0
driverStandID66726,raceID905,driverID4,61,3,3,0
driverStandID66727,raceID905,driverID822,34,7,7,0
driverStandID66728,raceID905,driverID807,47,5,5,0
driverStandID66729,raceID905,driverID8,17,12,12,0
driverStandID66730,raceID905,driverID818,4,14,14,0
driverStandID66731,raceID905,driverID826,4,15,15,0
driverStandID66732,raceID905,driverID815,20,10,10,0
driverStandID66733,raceID905,driverID16,0,18,18,0
driverStandID66734,raceID905,driverID821,0,19,19,0
driverStandID66735,raceID905,driverID820,0,20,20,0
driverStandID66736,raceID905,driverID824,2,16,16,0
driverStandID66737,raceID905,driverID154,8,13,13,0
driverStandID66738,raceID905,driverID813,0,22,22,0
driverStandID66739,raceID905,driverID828,0,17,17,0
driverStandID66740,raceID905,driverID20,45,6,6,0
driverStandID66741,raceID905,driverID1,118,2,2,4
driverStandID66742,raceID905,driverID13,18,11,11,0
driverStandID66743,raceID905,driverID155,0,21,21,0
driverStandID66744,raceID905,driverID817,54,4,4,0
driverStandID66745,raceID906,driverID3,140,1,1,2
driverStandID66746,raceID906,driverID825,23,9,9,0
driverStandID66747,raceID906,driverID18,43,7,7,0
driverStandID66748,raceID906,driverID4,69,4,4,0
driverStandID66749,raceID906,driverID822,40,8,8,0
driverStandID66750,raceID906,driverID807,57,6,6,0
driverStandID66751,raceID906,driverID8,18,12,12,0
driverStandID66752,raceID906,driverID818,8,14,14,0
driverStandID66753,raceID906,driverID826,4,15,15,0
driverStandID66754,raceID906,driverID815,20,10,10,0
driverStandID66755,raceID906,driverID16,0,17,17,0
driverStandID66756,raceID906,driverID821,0,19,19,0
driverStandID66757,raceID906,driverID820,0,20,20,0
driverStandID66758,raceID906,driverID824,2,16,16,0
driverStandID66759,raceID906,driverID154,8,13,13,0
driverStandID66760,raceID906,driverID813,0,22,22,0
driverStandID66761,raceID906,driverID828,0,18,18,0
driverStandID66762,raceID906,driverID20,60,5,5,0
driverStandID66763,raceID906,driverID1,118,2,2,4
driverStandID66764,raceID906,driverID13,18,11,11,0
driverStandID66765,raceID906,driverID155,0,21,21,0
driverStandID66766,raceID906,driverID817,79,3,3,1
driverStandID66767,raceID907,driverID3,165,1,1,3
driverStandID66768,raceID907,driverID825,29,10,10,0
driverStandID66769,raceID907,driverID18,43,8,8,0
driverStandID66770,raceID907,driverID4,79,4,4,0
driverStandID66771,raceID907,driverID822,55,7,7,0
driverStandID66772,raceID907,driverID807,59,6,6,0
driverStandID66773,raceID907,driverID8,19,12,12,0
driverStandID66774,raceID907,driverID818,8,14,14,0
driverStandID66775,raceID907,driverID826,4,15,15,0
driverStandID66776,raceID907,driverID815,28,11,11,0
driverStandID66777,raceID907,driverID16,0,17,17,0
driverStandID66778,raceID907,driverID821,0,20,20,0
driverStandID66779,raceID907,driverID820,0,21,21,0
driverStandID66780,raceID907,driverID824,2,16,16,0
driverStandID66781,raceID907,driverID154,8,13,13,0
driverStandID66782,raceID907,driverID813,0,19,19,0
driverStandID66783,raceID907,driverID828,0,18,18,0
driverStandID66784,raceID907,driverID20,60,5,5,0
driverStandID66785,raceID907,driverID1,136,2,2,4
driverStandID66786,raceID907,driverID13,30,9,9,0
driverStandID66787,raceID907,driverID155,0,22,22,0
driverStandID66788,raceID907,driverID817,83,3,3,1
driverStandID66789,raceID908,driverID3,165,1,1,3
driverStandID66790,raceID908,driverID825,35,9,9,0
driverStandID66791,raceID908,driverID18,55,8,8,0
driverStandID66792,raceID908,driverID4,87,4,4,0
driverStandID66793,raceID908,driverID822,73,5,5,0
driverStandID66794,raceID908,driverID807,63,7,7,0
driverStandID66795,raceID908,driverID8,19,12,12,0
driverStandID66796,raceID908,driverID818,9,13,13,0
driverStandID66797,raceID908,driverID826,6,15,15,0
driverStandID66798,raceID908,driverID815,28,11,11,0
driverStandID66799,raceID908,driverID16,0,17,17,0
driverStandID66800,raceID908,driverID821,0,20,20,0
driverStandID66801,raceID908,driverID820,0,21,21,0
driverStandID66802,raceID908,driverID824,2,16,16,0
driverStandID66803,raceID908,driverID154,8,14,14,0
driverStandID66804,raceID908,driverID813,0,19,19,0
driverStandID66805,raceID908,driverID828,0,18,18,0
driverStandID66806,raceID908,driverID20,70,6,6,0
driverStandID66807,raceID908,driverID1,161,2,2,5
driverStandID66808,raceID908,driverID13,30,10,10,0
driverStandID66809,raceID908,driverID155,0,22,22,0
driverStandID66810,raceID908,driverID817,98,3,3,1
driverStandID66811,raceID909,driverID3,190,1,1,4
driverStandID66812,raceID909,driverID825,37,9,9,0
driverStandID66813,raceID909,driverID18,59,8,8,0
driverStandID66814,raceID909,driverID4,97,4,4,0
driverStandID66815,raceID909,driverID822,91,5,5,0
driverStandID66816,raceID909,driverID807,69,7,7,0
driverStandID66817,raceID909,driverID8,19,12,12,0
driverStandID66818,raceID909,driverID818,9,13,13,0
driverStandID66819,raceID909,driverID826,6,15,15,0
driverStandID66820,raceID909,driverID815,29,11,11,0
driverStandID66821,raceID909,driverID16,0,17,17,0
driverStandID66822,raceID909,driverID821,0,20,20,0
driverStandID66823,raceID909,driverID820,0,21,21,0
driverStandID66824,raceID909,driverID824,2,16,16,0
driverStandID66825,raceID909,driverID154,8,14,14,0
driverStandID66826,raceID909,driverID813,0,19,19,0
driverStandID66827,raceID909,driverID828,0,18,18,0
driverStandID66828,raceID909,driverID20,82,6,6,0
driverStandID66829,raceID909,driverID1,176,2,2,5
driverStandID66830,raceID909,driverID13,30,10,10,0
driverStandID66831,raceID909,driverID155,0,22,22,0
driverStandID66832,raceID909,driverID817,106,3,3,1
driverStandID66833,raceID910,driverID3,202,1,1,4
driverStandID66834,raceID910,driverID825,37,10,10,0
driverStandID66835,raceID910,driverID18,60,8,8,0
driverStandID66836,raceID910,driverID4,115,4,4,0
driverStandID66837,raceID910,driverID822,95,5,5,0
driverStandID66838,raceID910,driverID807,69,7,7,0
driverStandID66839,raceID910,driverID8,27,12,12,0
driverStandID66840,raceID910,driverID818,11,13,13,0
driverStandID66841,raceID910,driverID826,6,15,15,0
driverStandID66842,raceID910,driverID815,29,11,11,0
driverStandID66843,raceID910,driverID16,0,17,17,0
driverStandID66844,raceID910,driverID821,0,20,20,0
driverStandID66845,raceID910,driverID820,0,21,21,0
driverStandID66846,raceID910,driverID824,2,16,16,0
driverStandID66847,raceID910,driverID154,8,14,14,0
driverStandID66848,raceID910,driverID813,0,19,19,0
driverStandID66849,raceID910,driverID828,0,18,18,0
driverStandID66850,raceID910,driverID20,88,6,6,0
driverStandID66851,raceID910,driverID1,191,2,2,5
driverStandID66852,raceID910,driverID13,40,9,9,0
driverStandID66853,raceID910,driverID155,0,22,22,0
driverStandID66854,raceID910,driverID817,131,3,3,2
driverStandID66855,raceID911,driverID3,220,1,1,4
driverStandID66856,raceID911,driverID825,37,11,11,0
driverStandID66857,raceID911,driverID18,68,8,8,0
driverStandID66858,raceID911,driverID4,121,4,4,0
driverStandID66859,raceID911,driverID822,110,5,5,0
driverStandID66860,raceID911,driverID807,70,7,7,0
driverStandID66861,raceID911,driverID8,39,10,10,0
driverStandID66862,raceID911,driverID818,11,13,13,0
driverStandID66863,raceID911,driverID826,8,15,15,0
driverStandID66864,raceID911,driverID815,33,12,12,0
driverStandID66865,raceID911,driverID16,0,17,17,0
driverStandID66866,raceID911,driverID821,0,20,20,0
driverStandID66867,raceID911,driverID820,0,21,21,0
driverStandID66868,raceID911,driverID824,2,16,16,0
driverStandID66869,raceID911,driverID154,8,14,14,0
driverStandID66870,raceID911,driverID813,0,19,19,0
driverStandID66871,raceID911,driverID828,0,18,18,0
driverStandID66872,raceID911,driverID20,98,6,6,0
driverStandID66873,raceID911,driverID1,191,2,2,5
driverStandID66874,raceID911,driverID13,40,9,9,0
driverStandID66875,raceID911,driverID155,0,22,22,0
driverStandID66876,raceID911,driverID817,156,3,3,3
driverStandID66877,raceID911,driverID827,0,23,23,0
driverStandID66878,raceID912,driverID3,238,1,1,4
driverStandID66879,raceID912,driverID825,38,12,12,0
driverStandID66880,raceID912,driverID18,72,7,7,0
driverStandID66881,raceID912,driverID4,121,5,5,0
driverStandID66882,raceID912,driverID822,122,4,4,0
driverStandID66883,raceID912,driverID807,70,8,8,0
driverStandID66884,raceID912,driverID8,41,10,10,0
driverStandID66885,raceID912,driverID818,11,13,13,0
driverStandID66886,raceID912,driverID826,8,15,15,0
driverStandID66887,raceID912,driverID815,39,11,11,0
driverStandID66888,raceID912,driverID16,0,17,17,0
driverStandID66889,raceID912,driverID821,0,20,20,0
driverStandID66890,raceID912,driverID820,0,21,21,0
driverStandID66891,raceID912,driverID824,2,16,16,0
driverStandID66892,raceID912,driverID154,8,14,14,0
driverStandID66893,raceID912,driverID813,0,19,19,0
driverStandID66894,raceID912,driverID828,0,18,18,0
driverStandID66895,raceID912,driverID20,106,6,6,0
driverStandID66896,raceID912,driverID1,216,2,2,6
driverStandID66897,raceID912,driverID13,55,9,9,0
driverStandID66898,raceID912,driverID155,0,22,22,0
driverStandID66899,raceID912,driverID817,166,3,3,3
driverStandID66900,raceID912,driverID827,0,23,23,0
driverStandID66901,raceID913,driverID3,238,2,2,4
driverStandID66902,raceID913,driverID825,39,12,12,0
driverStandID66903,raceID913,driverID18,72,7,7,0
driverStandID66904,raceID913,driverID4,133,4,4,0
driverStandID66905,raceID913,driverID822,122,6,6,0
driverStandID66906,raceID913,driverID807,72,8,8,0
driverStandID66907,raceID913,driverID8,45,11,11,0
driverStandID66908,raceID913,driverID818,19,13,13,0
driverStandID66909,raceID913,driverID826,8,15,15,0
driverStandID66910,raceID913,driverID815,45,10,10,0
driverStandID66911,raceID913,driverID16,0,17,17,0
driverStandID66912,raceID913,driverID821,0,20,20,0
driverStandID66913,raceID913,driverID820,0,21,21,0
driverStandID66914,raceID913,driverID824,2,16,16,0
driverStandID66915,raceID913,driverID154,8,14,14,0
driverStandID66916,raceID913,driverID813,0,19,19,0
driverStandID66917,raceID913,driverID828,0,18,18,0
driverStandID66918,raceID913,driverID20,124,5,5,0
driverStandID66919,raceID913,driverID1,241,1,1,7
driverStandID66920,raceID913,driverID13,65,9,9,0
driverStandID66921,raceID913,driverID155,0,22,22,0
driverStandID66922,raceID913,driverID817,181,3,3,3
driverStandID66923,raceID913,driverID827,0,23,23,0
driverStandID66924,raceID914,driverID3,256,2,2,4
driverStandID66925,raceID914,driverID825,39,12,12,0
driverStandID66926,raceID914,driverID18,82,7,7,0
driverStandID66927,raceID914,driverID4,133,5,5,0
driverStandID66928,raceID914,driverID822,130,6,6,0
driverStandID66929,raceID914,driverID807,76,8,8,0
driverStandID66930,raceID914,driverID8,45,11,11,0
